Project_ID,Asset_ID,Asset_Type,Current_Lifecycle_Status,Refresh_Year,Planned_Refresh_Date,Actual_Refresh_Date,Budget_Estimate_CAD,Project_Status,Constraint_or_Blocker
PRJ-000243,AST-0020082,Server,EOL within 24 months,2027,2027-05-31,,11082.9,In Progress,None
PRJ-000244,AST-0016604,Desktop,EOL within 12 months,2027,2027-02-08,,1357.83,In Progress,None
PRJ-000245,AST-0005996,Laptop,EOL within 24 months,2028,2028-03-18,,1713.75,Planning,Change Freeze
PRJ-000246,AST-0017518,Desktop,EOL within 12 months,2028,2028-09-18,,981.16,Not Started,Branch Scheduling
PRJ-000247,AST-0002892,Laptop,EOL within 12 months,2027,2027-07-12,,1727.55,Planning,Change Freeze
PRJ-000248,AST-0011543,Laptop,EOL within 12 months,2026,2026-07-13,,1628.45,In Progress,Application Dependency
PRJ-000249,AST-0000682,Laptop,EOL within 24 months,2028,2028-02-01,,1886.0,Deferred,Security Exception
PRJ-000250,AST-0012531,Laptop,EOL within 12 months,2026,2026-10-09,,1659.85,In Progress,None
PRJ-000251,AST-0005138,Laptop,EOL within 24 months,2027,2027-02-14,,1724.71,Not Started,Budget Approval
PRJ-000252,AST-0005487,Laptop,Past EOL,2028,2028-12-04,,1609.86,Blocked,Budget Approval
PRJ-000253,AST-0010027,Laptop,EOL within 12 months,2028,2028-12-03,,2018.27,Planning,Security Exception
PRJ-000254,AST-0004335,Laptop,EOL within 24 months,2026,2026-08-16,2026-09-21,1905.43,Completed,Change Freeze
PRJ-000255,AST-0003122,Laptop,EOL within 24 months,2028,2028-09-18,,1724.57,Deferred,Change Freeze
PRJ-000256,AST-0008393,Laptop,EOL within 12 months,2027,2027-06-22,,1833.36,Deferred,Application Dependency
PRJ-000257,AST-0005527,Laptop,EOL within 24 months,2026,2026-09-26,,2360.85,Deferred,None
PRJ-000258,AST-0019689,VDI Endpoint,EOL within 12 months,2027,2027-05-05,,1075.96,Planning,Vendor Lead Time
PRJ-000259,AST-0007206,Laptop,Past EOL,2027,2027-07-24,,1567.05,Planning,Budget Approval
PRJ-000260,AST-0018556,VDI Endpoint,EOL within 24 months,2027,2027-07-27,,1065.32,Planning,Change Freeze
PRJ-000261,AST-0016578,Desktop,EOL within 12 months,2026,2026-08-29,,949.1,Deferred,Budget Approval
PRJ-000262,AST-0009623,Laptop,EOL within 24 months,2026,2026-10-29,,3818.22,Planning,Application Dependency
PRJ-000263,AST-0014488,Desktop,EOL within 12 months,2026,2026-11-01,,1278.7,In Progress,Budget Approval
PRJ-000264,AST-0000500,Laptop,EOL within 12 months,2027,2027-07-27,,1727.02,In Progress,Budget Approval
PRJ-000265,AST-0019812,VDI Endpoint,EOL within 12 months,2028,2028-09-07,,1229.16,Deferred,Vendor Lead Time
PRJ-000266,AST-0000612,Laptop,EOL within 12 months,2026,2026-06-19,,1946.12,In Progress,Vendor Lead Time
PRJ-000267,AST-0003497,Laptop,Past EOL,2028,2028-05-26,2028-08-04,1805.56,Completed,Branch Scheduling
PRJ-000268,AST-0007936,Laptop,EOL within 12 months,2028,2028-05-24,,2019.03,Planning,None
PRJ-000269,AST-0016020,Desktop,EOL within 12 months,2026,2026-10-08,,1035.68,Deferred,Application Dependency
PRJ-000270,AST-0015574,Desktop,EOL within 12 months,2027,2027-01-16,,972.89,Blocked,Branch Scheduling
PRJ-000271,AST-0018277,Desktop,EOL within 12 months,2028,2028-01-05,,1264.04,Planning,Vendor Lead Time
PRJ-000272,AST-0012936,Laptop,EOL within 24 months,2027,2027-03-24,,2352.54,In Progress,None
PRJ-000273,AST-0001751,Laptop,EOL within 24 months,2028,2028-01-15,,3321.35,Planning,Application Dependency
PRJ-000274,AST-0015475,Desktop,EOL within 24 months,2026,2026-06-19,,1212.21,Blocked,None
PRJ-000275,AST-0004055,Laptop,EOL within 24 months,2026,2026-06-22,,1797.34,Planning,Vendor Lead Time
PRJ-000276,AST-0001606,Laptop,EOL within 12 months,2027,2027-02-24,,1646.31,Not Started,Change Freeze
PRJ-000277,AST-0018015,Desktop,EOL within 24 months,2028,2028-01-01,,1326.18,Not Started,Change Freeze
PRJ-000278,AST-0018743,VDI Endpoint,EOL within 24 months,2027,2027-08-08,,1036.63,Planning,Change Freeze
PRJ-000279,AST-0015684,Desktop,EOL within 24 months,2027,2027-12-18,,962.14,Deferred,Change Freeze
PRJ-000280,AST-0007224,Laptop,Past EOL,2027,2027-09-23,,1604.99,In Progress,Application Dependency
PRJ-000281,AST-0008162,Laptop,EOL within 12 months,2028,2028-01-15,,2001.08,Deferred,Budget Approval
PRJ-000282,AST-0019713,VDI Endpoint,EOL within 12 months,2026,2026-11-09,,1088.24,In Progress,None
PRJ-000283,AST-0003523,Laptop,EOL within 12 months,2028,2028-07-13,2028-09-24,1902.11,Completed,Vendor Lead Time
PRJ-000284,AST-0016547,Desktop,EOL within 12 months,2027,2027-02-15,,977.81,In Progress,Security Exception
PRJ-000285,AST-0022716,Core Switch,EOL within 24 months,2026,2026-09-14,,26734.05,Not Started,Budget Approval
PRJ-000286,AST-0015594,Desktop,EOL within 24 months,2027,2027-05-11,,914.85,In Progress,Vendor Lead Time
PRJ-000287,AST-0023858,Wireless Access Point,EOL within 24 months,2027,2027-11-03,,1617.79,Planning,Branch Scheduling
PRJ-000288,AST-0016284,Desktop,EOL within 24 months,2026,2026-11-02,,1129.21,Planning,Application Dependency
PRJ-000289,AST-0008194,Laptop,EOL within 12 months,2026,2026-12-21,,1611.27,Planning,Security Exception
PRJ-000290,AST-0022988,Router,EOL within 12 months,2026,2026-07-16,,8557.5,Planning,Change Freeze
PRJ-000291,AST-0014622,Desktop,EOL within 12 months,2028,2028-07-16,,1300.35,Planning,Change Freeze
PRJ-000292,AST-0019464,VDI Endpoint,EOL within 12 months,2027,2027-05-17,,1417.68,Blocked,Application Dependency
PRJ-000293,AST-0001952,Laptop,EOL within 24 months,2026,2026-12-14,,2768.7,Planning,Budget Approval
PRJ-000294,AST-0017805,Desktop,EOL within 24 months,2027,2027-05-02,2027-06-04,1188.91,Completed,Budget Approval
PRJ-000295,AST-0002528,Laptop,EOL within 12 months,2026,2026-09-22,,1810.86,Blocked,Change Freeze
PRJ-000296,AST-0002888,Laptop,Past EOL,2027,2027-06-19,,1958.63,Deferred,None
PRJ-000297,AST-0000309,Laptop,EOL within 12 months,2027,2027-04-09,2027-06-14,1583.29,Completed,Budget Approval
PRJ-000298,AST-0005287,Laptop,EOL within 12 months,2027,2027-09-19,,1445.65,Not Started,Application Dependency
PRJ-000299,AST-0002936,Laptop,Past EOL,2026,2026-12-19,,1417.55,Deferred,Branch Scheduling
PRJ-000300,AST-0017733,Desktop,EOL within 24 months,2027,2027-10-14,,1003.01,Planning,Branch Scheduling
PRJ-000301,AST-0004815,Laptop,EOL within 24 months,2026,2026-06-20,,2203.69,Blocked,Vendor Lead Time
PRJ-000302,AST-0011852,Laptop,EOL within 24 months,2028,2028-08-21,,1712.64,In Progress,Security Exception
PRJ-000303,AST-0008808,Laptop,Past EOL,2027,2027-04-05,,1569.41,Deferred,Branch Scheduling
PRJ-000304,AST-0018990,VDI Endpoint,EOL within 24 months,2028,2028-02-07,,1027.18,Blocked,Security Exception
PRJ-000305,AST-0007576,Laptop,EOL within 24 months,2028,2028-07-31,,1903.71,Planning,Budget Approval
PRJ-000306,AST-0016650,Desktop,EOL within 24 months,2027,2027-08-08,,1026.25,Planning,Budget Approval
PRJ-000307,AST-0011198,Laptop,EOL within 12 months,2028,2028-11-03,,1712.63,In Progress,Change Freeze
PRJ-000308,AST-0000300,Laptop,EOL within 24 months,2027,2027-02-22,2027-02-16,3573.52,Completed,Vendor Lead Time
PRJ-000309,AST-0000714,Laptop,EOL within 24 months,2028,2028-07-21,,1936.56,Planning,Security Exception
PRJ-000310,AST-0023642,Wireless Access Point,EOL within 24 months,2028,2028-10-30,,921.5,Not Started,Security Exception
PRJ-000311,AST-0023674,Wireless Access Point,EOL within 24 months,2026,2026-12-27,,1232.43,Planning,Security Exception
PRJ-000312,AST-0008197,Laptop,EOL within 24 months,2027,2027-04-28,,1538.13,In Progress,Branch Scheduling
PRJ-000313,AST-0007231,Laptop,Past EOL,2028,2028-04-18,,1843.3,In Progress,Change Freeze
PRJ-000314,AST-0002046,Laptop,EOL within 12 months,2028,2028-02-19,,1542.31,Deferred,Security Exception
PRJ-000315,AST-0005575,Laptop,EOL within 12 months,2028,2028-06-20,,1685.76,In Progress,Application Dependency
PRJ-000316,AST-0012341,Laptop,EOL within 12 months,2028,2028-06-18,,1918.57,Planning,None
PRJ-000317,AST-0023509,Wireless Access Point,EOL within 24 months,2026,2026-08-18,2026-11-01,1501.57,Completed,None
PRJ-000318,AST-0008734,Laptop,EOL within 12 months,2027,2027-03-02,2027-02-23,1546.1,Completed,Application Dependency
PRJ-000319,AST-0007184,Laptop,Past EOL,2028,2028-11-19,,1886.89,In Progress,Branch Scheduling
PRJ-000320,AST-0008125,Laptop,EOL within 24 months,2028,2028-12-12,,3551.92,Not Started,Security Exception
PRJ-000321,AST-0007436,Laptop,EOL within 12 months,2028,2028-02-23,,2022.02,In Progress,Security Exception
PRJ-000322,AST-0015406,Desktop,EOL within 12 months,2028,2028-12-07,,1115.29,In Progress,None
PRJ-000323,AST-0009338,Laptop,EOL within 12 months,2026,2026-11-02,,1675.5,Planning,None
PRJ-000324,AST-0014499,Desktop,EOL within 12 months,2027,2027-12-17,,1030.57,Planning,Branch Scheduling
PRJ-000325,AST-0007572,Laptop,EOL within 24 months,2027,2027-09-09,,2932.7,Planning,Security Exception
PRJ-000326,AST-0002456,Laptop,EOL within 12 months,2026,2026-09-05,,1470.03,Deferred,Change Freeze
PRJ-000327,AST-0009086,Laptop,EOL within 24 months,2026,2026-10-25,,1867.34,Planning,Budget Approval
PRJ-000328,AST-0011954,Laptop,EOL within 24 months,2027,2027-02-01,,2164.84,Deferred,Security Exception
PRJ-000329,AST-0011788,Laptop,Past EOL,2026,2026-06-07,2026-06-25,1466.83,Completed,Change Freeze
PRJ-000330,AST-0003572,Laptop,EOL within 24 months,2028,2028-04-07,2028-07-03,2168.46,Completed,None
PRJ-000331,AST-0015783,Desktop,EOL within 24 months,2027,2027-03-22,,1064.78,Planning,None
PRJ-000332,AST-0017634,Desktop,EOL within 24 months,2028,2028-09-22,,982.83,Planning,Budget Approval
PRJ-000333,AST-0012828,Laptop,EOL within 24 months,2027,2027-04-14,,3187.74,Not Started,Budget Approval
PRJ-000334,AST-0014408,Desktop,EOL within 24 months,2026,2026-07-04,2026-09-24,1061.82,Completed,Vendor Lead Time
PRJ-000335,AST-0012043,Laptop,EOL within 12 months,2028,2028-04-21,,1657.45,Planning,Vendor Lead Time
PRJ-000336,AST-0005223,Laptop,EOL within 12 months,2026,2026-06-08,,1721.44,Not Started,None
PRJ-000337,AST-0002739,Laptop,EOL within 24 months,2027,2027-03-16,,3816.34,Not Started,Change Freeze
PRJ-000338,AST-0003913,Laptop,Past EOL,2028,2028-08-29,,1534.89,Deferred,Vendor Lead Time
PRJ-000339,AST-0008931,Laptop,Past EOL,2027,2027-06-17,,1535.32,Deferred,Security Exception
PRJ-000340,AST-0015363,Desktop,EOL within 12 months,2027,2027-05-15,,1019.28,In Progress,Branch Scheduling
PRJ-000341,AST-0007396,Laptop,EOL within 12 months,2028,2028-06-24,,1970.81,Not Started,Application Dependency
PRJ-000342,AST-0004548,Laptop,EOL within 12 months,2026,2026-12-27,,1440.76,Planning,Budget Approval
PRJ-000343,AST-0019583,VDI Endpoint,EOL within 24 months,2027,2027-12-10,,1026.11,Planning,Application Dependency
PRJ-000344,AST-0014091,Desktop,EOL within 12 months,2027,2027-04-24,,1337.58,Not Started,Budget Approval
PRJ-000345,AST-0001062,Laptop,EOL within 12 months,2027,2027-01-20,2027-03-31,1838.69,Completed,Change Freeze
PRJ-000346,AST-0022230,Access Switch,EOL within 24 months,2027,2027-09-04,,8919.28,Not Started,Branch Scheduling
PRJ-000347,AST-0010775,Laptop,EOL within 24 months,2028,2028-07-31,2028-08-13,3029.44,Completed,Vendor Lead Time
PRJ-000348,AST-0020950,Server,EOL within 24 months,2028,2028-03-12,,10632.47,In Progress,Security Exception
PRJ-000349,AST-0003633,Laptop,EOL within 24 months,2027,2027-08-03,2027-08-02,2493.19,Completed,Budget Approval
PRJ-000350,AST-0006408,Laptop,EOL within 24 months,2026,2026-12-01,,2568.0,Not Started,Branch Scheduling
PRJ-000351,AST-0019198,VDI Endpoint,EOL within 24 months,2027,2027-12-26,,988.89,Not Started,Security Exception
PRJ-000352,AST-0000591,Laptop,EOL within 24 months,2026,2026-06-08,,2315.76,Planning,Vendor Lead Time
PRJ-000353,AST-0021234,Server,EOL within 24 months,2026,2026-06-26,,15503.14,In Progress,None
PRJ-000354,AST-0000173,Laptop,Past EOL,2028,2028-10-10,,1869.78,Blocked,Security Exception
PRJ-000355,AST-0011086,Laptop,EOL within 24 months,2028,2028-05-26,,2639.66,Planning,Change Freeze
PRJ-000356,AST-0014410,Desktop,EOL within 24 months,2027,2027-06-06,2027-08-25,1216.06,Completed,Vendor Lead Time
PRJ-000357,AST-0003344,Laptop,Past EOL,2028,2028-03-03,,1831.49,Deferred,Application Dependency
PRJ-000358,AST-0001189,Laptop,EOL within 12 months,2027,2027-09-13,,1535.65,Deferred,Vendor Lead Time
PRJ-000359,AST-0001701,Laptop,EOL within 12 months,2028,2028-04-30,,1918.41,In Progress,Branch Scheduling
PRJ-000360,AST-0017357,Desktop,EOL within 24 months,2027,2027-05-14,,863.36,Blocked,Budget Approval
PRJ-000361,AST-0001988,Laptop,Past EOL,2027,2027-05-20,,1374.06,Deferred,None
PRJ-000362,AST-0021820,Access Switch,EOL within 24 months,2028,2028-12-01,,6754.89,In Progress,Change Freeze
PRJ-000363,AST-0016709,Desktop,EOL within 12 months,2027,2027-09-08,,1084.52,Not Started,None
PRJ-000364,AST-0002094,Laptop,Past EOL,2028,2028-02-21,2028-02-19,1814.54,Completed,Vendor Lead Time
PRJ-000365,AST-0000302,Laptop,EOL within 24 months,2028,2028-10-27,,2701.96,Not Started,Security Exception
PRJ-000366,AST-0006160,Laptop,Past EOL,2027,2027-05-06,,1341.51,In Progress,None
PRJ-000367,AST-0018738,VDI Endpoint,EOL within 24 months,2027,2027-01-28,,1122.0,Planning,Vendor Lead Time
PRJ-000368,AST-0021380,Server,EOL within 24 months,2026,2026-12-17,2027-01-29,11754.64,Completed,Change Freeze
PRJ-000369,AST-0005949,Laptop,EOL within 24 months,2027,2027-09-04,,3190.11,Planning,Vendor Lead Time
PRJ-000370,AST-0002897,Laptop,Past EOL,2027,2027-09-24,,1605.04,Not Started,Budget Approval
PRJ-000371,AST-0001767,Laptop,Past EOL,2026,2026-08-12,,1386.85,Deferred,None
PRJ-000372,AST-0003713,Laptop,EOL within 24 months,2028,2028-09-20,2028-10-07,1767.22,Completed,Vendor Lead Time
PRJ-000373,AST-0014768,Desktop,EOL within 24 months,2027,2027-09-23,,1240.07,In Progress,Change Freeze
PRJ-000374,AST-0001669,Laptop,EOL within 12 months,2027,2027-12-24,,1605.4,Planning,Budget Approval
PRJ-000375,AST-0006189,Laptop,Past EOL,2027,2027-06-28,,1309.93,Planning,Branch Scheduling
PRJ-000376,AST-0021652,Access Switch,EOL within 24 months,2028,2028-10-21,,6393.37,Deferred,Branch Scheduling
PRJ-000377,AST-0018612,VDI Endpoint,EOL within 24 months,2026,2026-09-15,,857.31,Not Started,None
PRJ-000378,AST-0014862,Desktop,EOL within 12 months,2026,2026-10-08,,976.81,Not Started,Application Dependency
PRJ-000379,AST-0004727,Laptop,Past EOL,2026,2026-08-23,,1737.74,Planning,Application Dependency
PRJ-000380,AST-0021357,Server,EOL within 24 months,2026,2026-07-04,,13977.83,In Progress,Security Exception
PRJ-000381,AST-0014883,Desktop,EOL within 24 months,2028,2028-07-18,,915.99,Not Started,Application Dependency
PRJ-000382,AST-0007325,Laptop,Past EOL,2026,2026-08-14,,1800.33,Deferred,Vendor Lead Time
PRJ-000383,AST-0019453,VDI Endpoint,EOL within 12 months,2027,2027-04-14,,1190.53,In Progress,None
PRJ-000384,AST-0003606,Laptop,EOL within 24 months,2027,2027-07-15,,2463.49,Not Started,None
PRJ-000385,AST-0000327,Laptop,Past EOL,2027,2027-11-02,,1360.31,Deferred,Vendor Lead Time
PRJ-000386,AST-0018417,Desktop,EOL within 12 months,2028,2028-07-14,,1207.59,Planning,Security Exception
PRJ-000387,AST-0001755,Laptop,EOL within 24 months,2027,2027-05-16,,1855.32,In Progress,Change Freeze
PRJ-000388,AST-0008233,Laptop,Past EOL,2028,2028-02-24,,1709.27,Planning,Budget Approval
PRJ-000389,AST-0017996,Desktop,EOL within 12 months,2029,2029-01-06,,1237.45,Planning,Branch Scheduling
PRJ-000390,AST-0002760,Laptop,Past EOL,2028,2028-01-01,,1528.68,Not Started,Application Dependency
PRJ-000391,AST-0016253,Desktop,EOL within 12 months,2027,2027-10-06,,1346.33,Deferred,Branch Scheduling
PRJ-000392,AST-0019933,VDI Endpoint,EOL within 12 months,2027,2027-04-28,,1033.82,In Progress,Vendor Lead Time
PRJ-000393,AST-0014844,Desktop,EOL within 12 months,2026,2026-07-19,,1354.66,Planning,Change Freeze
PRJ-000394,AST-0019878,VDI Endpoint,EOL within 24 months,2027,2027-01-03,2027-03-15,1042.49,Completed,Security Exception
PRJ-000395,AST-0001601,Laptop,Past EOL,2029,2029-01-06,,1897.45,Deferred,Application Dependency
PRJ-000396,AST-0006882,Laptop,Past EOL,2028,2028-10-26,,1877.54,Planning,Branch Scheduling
PRJ-000397,AST-0013667,Laptop,EOL within 24 months,2028,2028-06-23,,1758.8,Not Started,Branch Scheduling
PRJ-000398,AST-0008029,Laptop,EOL within 12 months,2028,2028-02-08,,2220.52,Deferred,Budget Approval
PRJ-000399,AST-0011455,Laptop,EOL within 12 months,2028,2028-07-17,,1592.83,Planning,Vendor Lead Time
PRJ-000400,AST-0017645,Desktop,EOL within 24 months,2026,2026-09-17,,1160.18,In Progress,Budget Approval
PRJ-000401,AST-0005042,Laptop,EOL within 24 months,2028,2028-10-24,,2630.63,Not Started,None
PRJ-000402,AST-0017392,Desktop,EOL within 12 months,2027,2027-02-11,,1316.1,Not Started,Vendor Lead Time
PRJ-000403,AST-0010359,Laptop,EOL within 24 months,2026,2026-12-21,,1939.47,Blocked,Application Dependency
PRJ-000404,AST-0005536,Laptop,EOL within 24 months,2028,2028-03-18,,3516.51,Planning,None
PRJ-000405,AST-0013591,Laptop,EOL within 12 months,2027,2027-08-01,2027-10-21,1637.82,Completed,Security Exception
PRJ-000406,AST-0009330,Laptop,EOL within 24 months,2028,2028-10-24,,2405.39,Not Started,Security Exception
PRJ-000407,AST-0001185,Laptop,EOL within 12 months,2028,2028-07-10,,2094.8,Not Started,Security Exception
PRJ-000408,AST-0018936,VDI Endpoint,EOL within 24 months,2026,2026-09-27,,1023.48,Deferred,Branch Scheduling
PRJ-000409,AST-0001362,Laptop,EOL within 24 months,2026,2026-06-06,,2168.96,Planning,Security Exception
PRJ-000410,AST-0017265,Desktop,EOL within 24 months,2026,2026-06-08,,1024.2,In Progress,Budget Approval
PRJ-000411,AST-0015994,Desktop,EOL within 24 months,2026,2026-09-13,,1070.43,Planning,None
PRJ-000412,AST-0016488,Desktop,EOL within 12 months,2028,2028-12-31,2029-03-17,1331.11,Completed,Change Freeze
PRJ-000413,AST-0009024,Laptop,Past EOL,2027,2027-10-21,,1774.97,Not Started,Vendor Lead Time
PRJ-000414,AST-0015734,Desktop,EOL within 24 months,2028,2028-09-30,,926.12,In Progress,Budget Approval
PRJ-000415,AST-0016918,Desktop,EOL within 12 months,2027,2027-06-25,,1272.77,Blocked,Branch Scheduling
PRJ-000416,AST-0004075,Laptop,Past EOL,2027,2027-03-28,,1418.94,In Progress,Change Freeze
PRJ-000417,AST-0001507,Laptop,Past EOL,2026,2026-07-29,,1904.03,Not Started,Security Exception
PRJ-000418,AST-0010592,Laptop,Past EOL,2027,2027-01-31,,1490.16,Planning,Budget Approval
PRJ-000419,AST-0017541,Desktop,EOL within 12 months,2028,2028-02-07,2028-04-23,1045.31,Completed,Branch Scheduling
PRJ-000420,AST-0013934,Laptop,EOL within 24 months,2028,2028-10-13,2028-09-15,2912.24,Completed,None
PRJ-000421,AST-0017424,Desktop,EOL within 12 months,2027,2027-10-23,2028-01-02,1187.27,Completed,Branch Scheduling
PRJ-000422,AST-0010812,Laptop,Past EOL,2026,2026-10-26,,1890.05,Deferred,Application Dependency
PRJ-000423,AST-0014695,Desktop,EOL within 12 months,2026,2026-10-30,,1124.13,Deferred,Security Exception
PRJ-000424,AST-0000472,Laptop,EOL within 24 months,2027,2027-09-15,,3540.08,Planning,Budget Approval
PRJ-000425,AST-0004140,Laptop,EOL within 24 months,2027,2027-10-30,,3619.79,Not Started,Budget Approval
PRJ-000426,AST-0015686,Desktop,EOL within 12 months,2027,2027-01-27,,1298.28,Planning,None
PRJ-000427,AST-0019883,VDI Endpoint,EOL within 24 months,2028,2028-03-31,2028-06-08,1112.61,Completed,Security Exception
PRJ-000428,AST-0003741,Laptop,Past EOL,2028,2028-11-06,,1748.35,Planning,Application Dependency
PRJ-000429,AST-0018775,VDI Endpoint,EOL within 12 months,2027,2027-12-26,,1162.23,Planning,Change Freeze
PRJ-000430,AST-0016467,Desktop,EOL within 12 months,2027,2027-09-26,,1249.53,Deferred,Branch Scheduling
PRJ-000431,AST-0011701,Laptop,Past EOL,2027,2027-05-01,,1788.46,In Progress,Vendor Lead Time
PRJ-000432,AST-0009339,Laptop,EOL within 12 months,2026,2026-08-13,,2043.76,In Progress,Vendor Lead Time
PRJ-000433,AST-0020604,Server,EOL within 24 months,2027,2027-07-06,,10508.98,Planning,None
PRJ-000434,AST-0019142,VDI Endpoint,EOL within 24 months,2028,2028-10-13,,1192.87,Planning,Application Dependency
PRJ-000435,AST-0018962,VDI Endpoint,EOL within 12 months,2027,2027-12-23,,1045.82,In Progress,Budget Approval
PRJ-000436,AST-0003634,Laptop,EOL within 24 months,2027,2027-07-09,,1789.72,Not Started,None
PRJ-000437,AST-0009373,Laptop,Past EOL,2028,2028-06-21,,1542.43,Planning,Vendor Lead Time
PRJ-000438,AST-0012437,Laptop,EOL within 12 months,2027,2027-07-11,,1915.17,Deferred,Branch Scheduling
PRJ-000439,AST-0008666,Laptop,EOL within 24 months,2028,2028-06-14,,2444.79,Planning,Application Dependency
