Project_ID,Asset_ID,Project_Name,Planned_Refresh_Date,Actual_Refresh_Date,Project_Portfolio,Project_Status,Planned_Budget_Amount
PRJ000307,A0006144,Technology Refresh Wave,2027-05-02,,Security,In Progress,1572.22
PRJ000308,A0002005,Technology Refresh Wave,2026-05-04,,End User Computing,Deferred,1382.32
PRJ000309,A0018769,Technology Refresh Wave,2027-01-31,,Infrastructure,Approved,329.59
PRJ000310,A0007959,Technology Refresh Wave,2027-11-16,,Cloud,Proposed,864.59
PRJ000311,A0022373,Technology Refresh Wave,2028-09-10,,Network,In Progress,14689.09
PRJ000312,A0002609,Technology Refresh Wave,2026-10-07,,End User Computing,Deferred,1328.74
PRJ000313,A0000971,Technology Refresh Wave,2026-01-19,,End User Computing,Completed,1697.8
PRJ000314,A0006199,Technology Refresh Wave,2027-09-14,,Cloud,Approved,935.38
PRJ000315,A0001053,Technology Refresh Wave,2028-08-23,,Network,Deferred,1911.9
PRJ000316,A0018841,Technology Refresh Wave,2028-12-05,,Cloud,Deferred,564.42
PRJ000317,A0003211,Technology Refresh Wave,2027-02-17,,Infrastructure,Completed,1310.63
PRJ000318,A0012367,Technology Refresh Wave,2026-07-22,,Security,In Progress,1221.01
PRJ000319,A0006933,Technology Refresh Wave,2027-12-11,,Network,Deferred,1201.27
PRJ000320,A0020202,Technology Refresh Wave,2026-03-30,,Cloud,In Progress,14566.08
PRJ000321,A0010280,Technology Refresh Wave,2028-10-09,,Cloud,Proposed,1182.56
PRJ000322,A0013742,Technology Refresh Wave,2027-06-22,,End User Computing,Completed,1168.0
PRJ000323,A0005658,Technology Refresh Wave,2027-02-01,,End User Computing,Approved,1727.0
PRJ000324,A0014500,Technology Refresh Wave,2026-02-14,,Network,Approved,1090.82
PRJ000325,A0012561,Technology Refresh Wave,2028-02-10,,Infrastructure,In Progress,1492.28
PRJ000326,A0012728,Technology Refresh Wave,2027-12-08,,Cloud,Approved,1011.14
PRJ000327,A0017855,Technology Refresh Wave,2028-01-08,,Security,Proposed,794.79
PRJ000328,A0022236,Technology Refresh Wave,2027-07-01,,End User Computing,In Progress,3515.21
PRJ000329,A0011519,Technology Refresh Wave,2027-09-11,,Security,In Progress,1512.68
PRJ000330,A0018686,Technology Refresh Wave,2028-04-16,,End User Computing,Approved,387.18
PRJ000331,A0003726,Technology Refresh Wave,2027-09-22,,Cloud,Approved,1455.51
PRJ000332,A0020622,Technology Refresh Wave,2026-09-19,,End User Computing,Proposed,14006.66
PRJ000333,A0015569,Technology Refresh Wave,2026-12-08,,Infrastructure,Approved,1004.38
PRJ000334,A0022489,Technology Refresh Wave,2026-08-03,,Security,Approved,16088.56
PRJ000335,A0016297,Technology Refresh Wave,2026-07-29,,Network,Completed,1026.76
PRJ000336,A0006063,Technology Refresh Wave,2027-06-07,,Infrastructure,Approved,1197.05
PRJ000337,A0011774,Technology Refresh Wave,2027-06-26,,Cloud,Approved,1133.91
PRJ000338,A0017543,Technology Refresh Wave,2026-02-10,,Cloud,Completed,885.18
PRJ000339,A0008953,Technology Refresh Wave,2026-01-23,,End User Computing,Proposed,986.6
PRJ000340,A0011661,Technology Refresh Wave,2027-10-07,,Security,Completed,1437.78
PRJ000341,A0021329,Technology Refresh Wave,2026-11-02,,Network,In Progress,20450.65
PRJ000342,A0023099,Technology Refresh Wave,2028-08-31,,Cloud,In Progress,799.84
PRJ000343,A0004161,Technology Refresh Wave,2028-05-06,,Network,Approved,1733.48
PRJ000344,A0006715,Technology Refresh Wave,2026-03-31,,Cloud,In Progress,1153.08
PRJ000345,A0022818,Technology Refresh Wave,2027-10-19,,Infrastructure,Completed,11561.56
PRJ000346,A0016304,Technology Refresh Wave,2028-10-16,,Infrastructure,In Progress,1107.34
PRJ000347,A0014418,Technology Refresh Wave,2028-09-27,,Security,Deferred,1376.25
PRJ000348,A0016697,Technology Refresh Wave,2028-07-03,,Security,In Progress,848.52
PRJ000349,A0020194,Technology Refresh Wave,2027-09-21,,Cloud,Deferred,12414.37
PRJ000350,A0002291,Technology Refresh Wave,2026-11-10,,Network,Completed,2327.23
PRJ000351,A0009420,Technology Refresh Wave,2028-06-09,,Infrastructure,Proposed,1702.4
PRJ000352,A0022234,Technology Refresh Wave,2027-05-02,,Network,Proposed,5381.98
PRJ000353,A0022016,Technology Refresh Wave,2027-03-16,,Security,Approved,4245.32
PRJ000354,A0002044,Technology Refresh Wave,2026-02-04,,Network,Completed,1105.93
PRJ000355,A0013431,Technology Refresh Wave,2026-06-21,,Network,Deferred,1798.35
PRJ000356,A0010665,Technology Refresh Wave,2027-07-19,,Network,Approved,1945.54
PRJ000357,A0004307,Technology Refresh Wave,2028-06-06,,Cloud,Approved,1080.47
PRJ000358,A0006947,Technology Refresh Wave,2027-12-23,,Infrastructure,Proposed,2552.1
PRJ000359,A0005211,Technology Refresh Wave,2028-10-22,,Network,In Progress,1321.58
PRJ000360,A0005816,Technology Refresh Wave,2028-07-31,,End User Computing,Proposed,1609.22
PRJ000361,A0019937,Technology Refresh Wave,2026-11-12,,Security,Proposed,555.64
PRJ000362,A0006700,Technology Refresh Wave,2026-08-04,,Infrastructure,Approved,1045.71
PRJ000363,A0019290,Technology Refresh Wave,2026-10-10,,Security,In Progress,463.03
PRJ000364,A0000636,Technology Refresh Wave,2026-04-05,,Infrastructure,Deferred,887.87
PRJ000365,A0021631,Technology Refresh Wave,2027-07-20,,Security,Approved,3722.69
PRJ000366,A0020843,Technology Refresh Wave,2027-06-20,,Network,Approved,19615.29
PRJ000367,A0015431,Technology Refresh Wave,2028-07-30,,End User Computing,In Progress,828.77
PRJ000368,A0020941,Technology Refresh Wave,2026-12-16,,Security,Proposed,14646.54
PRJ000369,A0015635,Technology Refresh Wave,2027-12-24,,Infrastructure,Deferred,999.71
PRJ000370,A0001633,Technology Refresh Wave,2028-08-16,,Network,Approved,1501.88
PRJ000371,A0018470,Technology Refresh Wave,2028-11-05,,Security,In Progress,617.59
PRJ000372,A0021840,Technology Refresh Wave,2028-07-17,,Network,Completed,9528.14
PRJ000373,A0014531,Technology Refresh Wave,2028-02-02,,Infrastructure,Completed,896.04
PRJ000374,A0002596,Technology Refresh Wave,2026-10-11,,Infrastructure,Proposed,1731.69
PRJ000375,A0010072,Technology Refresh Wave,2028-12-19,,Network,Proposed,1128.62
PRJ000376,A0011579,Technology Refresh Wave,2027-02-25,,End User Computing,Deferred,845.83
PRJ000377,A0015134,Technology Refresh Wave,2026-02-15,,Network,In Progress,851.21
PRJ000378,A0006596,Technology Refresh Wave,2027-05-22,,Cloud,Deferred,1348.71
PRJ000379,A0001581,Technology Refresh Wave,2026-08-08,,Security,In Progress,1325.43
PRJ000380,A0003483,Technology Refresh Wave,2027-01-28,,End User Computing,Proposed,916.66
PRJ000381,A0007714,Technology Refresh Wave,2027-05-27,,Network,Approved,864.26
PRJ000382,A0009734,Technology Refresh Wave,2026-09-05,,Cloud,Proposed,2075.5
PRJ000383,A0019222,Technology Refresh Wave,2026-02-13,,Cloud,Approved,358.52
PRJ000384,A0010672,Technology Refresh Wave,2028-02-19,,Security,Deferred,2392.8
PRJ000385,A0013089,Technology Refresh Wave,2027-02-26,,Cloud,Proposed,2212.14
PRJ000386,A0012825,Technology Refresh Wave,2026-08-21,,Cloud,Approved,1495.12
PRJ000387,A0001046,Technology Refresh Wave,2028-09-15,,Security,Approved,1862.05
PRJ000388,A0006688,Technology Refresh Wave,2028-07-05,,End User Computing,Completed,1464.5
PRJ000389,A0021225,Technology Refresh Wave,2028-07-06,,Infrastructure,Proposed,18803.15
PRJ000390,A0016299,Technology Refresh Wave,2027-08-11,,Infrastructure,In Progress,924.19
PRJ000391,A0003097,Technology Refresh Wave,2028-03-02,,Network,Completed,1216.81
PRJ000392,A0018337,Technology Refresh Wave,2026-06-11,,End User Computing,Proposed,1019.44
PRJ000393,A0014748,Technology Refresh Wave,2028-04-23,,Security,Proposed,983.85
PRJ000394,A0006152,Technology Refresh Wave,2027-08-24,,End User Computing,Proposed,1136.65
PRJ000395,A0003835,Technology Refresh Wave,2026-05-15,,Cloud,Deferred,1158.74
PRJ000396,A0012620,Technology Refresh Wave,2028-11-13,,Infrastructure,Deferred,1876.66
PRJ000397,A0010062,Technology Refresh Wave,2028-05-28,,Security,Approved,1049.65
PRJ000398,A0012939,Technology Refresh Wave,2026-02-19,,Network,Proposed,896.38
PRJ000399,A0011916,Technology Refresh Wave,2028-10-16,,Infrastructure,In Progress,2050.24
PRJ000400,A0000281,Technology Refresh Wave,2028-03-07,,End User Computing,Proposed,1006.11
PRJ000401,A0014455,Technology Refresh Wave,2028-04-17,,Network,In Progress,1155.72
PRJ000402,A0023270,Technology Refresh Wave,2028-06-03,,Cloud,Approved,687.83
PRJ000403,A0011445,Technology Refresh Wave,2027-02-02,,Infrastructure,Completed,1248.6
PRJ000404,A0004983,Technology Refresh Wave,2026-03-23,,Security,Deferred,1273.08
PRJ000405,A0019229,Technology Refresh Wave,2028-04-28,,Network,In Progress,348.41
PRJ000406,A0014256,Technology Refresh Wave,2026-02-01,,End User Computing,Completed,728.89
PRJ000407,A0021932,Technology Refresh Wave,2028-04-19,,Security,Completed,6882.64
PRJ000408,A0003844,Technology Refresh Wave,2027-10-26,,End User Computing,Proposed,1331.1
PRJ000409,A0009055,Technology Refresh Wave,2028-07-13,,Network,Proposed,1229.51
PRJ000410,A0008958,Technology Refresh Wave,2028-11-19,,Cloud,In Progress,1103.86
PRJ000411,A0016383,Technology Refresh Wave,2027-06-11,,Security,Proposed,780.89
PRJ000412,A0004221,Technology Refresh Wave,2027-08-30,,Cloud,Deferred,1947.6
PRJ000413,A0000168,Technology Refresh Wave,2026-03-22,,Infrastructure,Approved,1310.35
PRJ000414,A0016907,Technology Refresh Wave,2026-07-17,,End User Computing,Approved,1173.55
PRJ000415,A0003635,Technology Refresh Wave,2026-12-02,,End User Computing,Approved,980.25
PRJ000416,A0009949,Technology Refresh Wave,2026-10-31,,Infrastructure,Proposed,1361.53
PRJ000417,A0015438,Technology Refresh Wave,2027-08-01,,Security,Approved,943.29
PRJ000418,A0008893,Technology Refresh Wave,2027-05-06,,End User Computing,Deferred,1164.53
PRJ000419,A0009792,Technology Refresh Wave,2027-06-24,,Cloud,Deferred,1292.52
PRJ000420,A0002773,Technology Refresh Wave,2026-12-20,,Security,Completed,1091.74
PRJ000421,A0010931,Technology Refresh Wave,2027-05-11,,End User Computing,Completed,1040.33
PRJ000422,A0017517,Technology Refresh Wave,2028-04-08,,Security,In Progress,1138.41
PRJ000423,A0022661,Technology Refresh Wave,2027-06-02,,Network,Approved,40003.23
PRJ000424,A0019736,Technology Refresh Wave,2027-12-24,,Infrastructure,In Progress,386.24
PRJ000425,A0009587,Technology Refresh Wave,2026-10-28,,Infrastructure,Proposed,1354.62
PRJ000426,A0008089,Technology Refresh Wave,2027-09-10,,Network,Proposed,1316.01
PRJ000427,A0007126,Technology Refresh Wave,2028-08-21,,Network,Deferred,1284.58
PRJ000428,A0000248,Technology Refresh Wave,2026-10-30,,End User Computing,Approved,1838.97
PRJ000429,A0017337,Technology Refresh Wave,2027-05-04,,Infrastructure,Approved,750.29
PRJ000430,A0019955,Technology Refresh Wave,2026-03-20,,Cloud,Approved,406.16
PRJ000431,A0002413,Technology Refresh Wave,2026-06-03,,Network,Proposed,1068.36
PRJ000432,A0011966,Technology Refresh Wave,2027-01-04,,Network,Deferred,1632.31
PRJ000433,A0002435,Technology Refresh Wave,2026-04-26,,Network,Approved,2482.4
PRJ000434,A0017323,Technology Refresh Wave,2028-05-18,,Cloud,In Progress,715.95
PRJ000435,A0013439,Technology Refresh Wave,2027-09-22,,Network,Deferred,1252.37
PRJ000436,A0011880,Technology Refresh Wave,2026-06-21,,Security,Completed,1630.54
PRJ000437,A0019351,Technology Refresh Wave,2027-02-13,,Infrastructure,In Progress,473.28
PRJ000438,A0017292,Technology Refresh Wave,2027-07-18,,Cloud,Approved,891.05
PRJ000439,A0018608,Technology Refresh Wave,2026-01-07,,Security,Approved,487.12
PRJ000440,A0019978,Technology Refresh Wave,2026-03-03,,End User Computing,In Progress,375.44
PRJ000441,A0015351,Technology Refresh Wave,2026-03-16,,End User Computing,In Progress,876.84
PRJ000442,A0021603,Technology Refresh Wave,2027-10-07,,Network,Proposed,4260.36
PRJ000443,A0009326,Technology Refresh Wave,2027-04-03,,End User Computing,Approved,1137.49
PRJ000444,A0020721,Technology Refresh Wave,2027-09-18,,Network,Deferred,17627.95
PRJ000445,A0006464,Technology Refresh Wave,2027-06-18,,Cloud,In Progress,812.62
PRJ000446,A0013065,Technology Refresh Wave,2027-10-10,,Network,In Progress,1223.92
PRJ000447,A0013177,Technology Refresh Wave,2028-09-23,,Network,Proposed,1691.57
PRJ000448,A0008179,Technology Refresh Wave,2026-04-17,,Infrastructure,Approved,1446.65
PRJ000449,A0005049,Technology Refresh Wave,2027-10-21,,End User Computing,In Progress,1509.18
PRJ000450,A0009890,Technology Refresh Wave,2028-06-22,,End User Computing,Deferred,1113.79
PRJ000451,A0013251,Technology Refresh Wave,2026-11-03,,Network,Deferred,1063.55
PRJ000452,A0010844,Technology Refresh Wave,2026-05-24,,Security,Proposed,1020.92
PRJ000453,A0000641,Technology Refresh Wave,2028-01-28,,Infrastructure,Completed,1484.25
PRJ000454,A0022745,Technology Refresh Wave,2028-01-11,,Infrastructure,In Progress,5915.12
PRJ000455,A0019516,Technology Refresh Wave,2026-09-19,,Cloud,Deferred,548.26
PRJ000456,A0017036,Technology Refresh Wave,2028-10-01,,Infrastructure,Completed,931.75
PRJ000457,A0008070,Technology Refresh Wave,2027-12-07,,Network,Proposed,2013.31
PRJ000458,A0022851,Technology Refresh Wave,2028-05-14,,Cloud,Deferred,24072.54
PRJ000459,A0018007,Technology Refresh Wave,2028-12-22,,End User Computing,In Progress,1070.5
PRJ000460,A0020680,Technology Refresh Wave,2027-11-21,,Security,Approved,19829.76
PRJ000461,A0000135,Technology Refresh Wave,2026-07-26,,Infrastructure,Approved,2586.27
PRJ000462,A0016605,Technology Refresh Wave,2028-10-01,,Cloud,Proposed,961.72
PRJ000463,A0023720,Technology Refresh Wave,2028-12-22,,Network,In Progress,66613.34
PRJ000464,A0006053,Technology Refresh Wave,2027-08-09,,Infrastructure,Approved,1393.32
PRJ000465,A0020138,Technology Refresh Wave,2027-06-19,,Security,Approved,15212.53
PRJ000466,A0006545,Technology Refresh Wave,2026-06-29,,Security,Approved,1490.29
PRJ000467,A0011652,Technology Refresh Wave,2026-07-18,,Cloud,Proposed,1478.65
PRJ000468,A0016499,Technology Refresh Wave,2027-05-31,,Infrastructure,Approved,799.61
PRJ000469,A0013337,Technology Refresh Wave,2028-10-03,,End User Computing,Proposed,1224.42
PRJ000470,A0003143,Technology Refresh Wave,2027-08-06,,End User Computing,Completed,1632.01
PRJ000471,A0019096,Technology Refresh Wave,2026-09-06,,Infrastructure,Proposed,542.3
PRJ000472,A0008366,Technology Refresh Wave,2026-12-07,,End User Computing,In Progress,932.62
PRJ000473,A0002741,Technology Refresh Wave,2028-01-16,,End User Computing,Approved,1287.0
PRJ000474,A0000521,Technology Refresh Wave,2028-10-02,,Security,In Progress,1003.82
PRJ000475,A0006779,Technology Refresh Wave,2027-03-22,,End User Computing,Completed,1340.85
PRJ000476,A0004581,Technology Refresh Wave,2028-03-10,,End User Computing,In Progress,1061.83
PRJ000477,A0003316,Technology Refresh Wave,2028-07-08,,Infrastructure,Approved,1363.86
PRJ000478,A0000470,Technology Refresh Wave,2027-08-28,,Infrastructure,Proposed,1244.74
PRJ000479,A0011076,Technology Refresh Wave,2027-04-23,,Security,Proposed,1420.99
PRJ000480,A0001714,Technology Refresh Wave,2026-07-09,,End User Computing,In Progress,1255.95
PRJ000481,A0016660,Technology Refresh Wave,2028-03-28,,Cloud,Completed,760.51
PRJ000482,A0023264,Technology Refresh Wave,2028-04-21,,Cloud,In Progress,1180.09
PRJ000483,A0014785,Technology Refresh Wave,2028-10-24,,Infrastructure,Proposed,853.66
PRJ000484,A0004045,Technology Refresh Wave,2028-08-26,,Infrastructure,Approved,1039.33
PRJ000485,A0005562,Technology Refresh Wave,2026-07-13,,Infrastructure,Proposed,1508.38
PRJ000486,A0001114,Technology Refresh Wave,2026-02-10,,End User Computing,Proposed,1548.1
PRJ000487,A0011190,Technology Refresh Wave,2028-06-01,,Infrastructure,Completed,1162.46
PRJ000488,A0021430,Technology Refresh Wave,2027-04-05,,Network,Deferred,23348.15
PRJ000489,A0007862,Technology Refresh Wave,2027-06-16,,Security,In Progress,1234.24
PRJ000490,A0011230,Technology Refresh Wave,2026-10-01,,Network,Proposed,1509.09
PRJ000491,A0000260,Technology Refresh Wave,2027-07-07,,Cloud,In Progress,1970.06
PRJ000492,A0014808,Technology Refresh Wave,2028-03-10,,End User Computing,Approved,724.99
PRJ000493,A0006509,Technology Refresh Wave,2028-05-15,,Security,Proposed,982.45
PRJ000494,A0013020,Technology Refresh Wave,2026-12-19,,Security,Approved,1161.16
PRJ000495,A0000964,Technology Refresh Wave,2027-12-02,,Infrastructure,Deferred,1332.4
PRJ000496,A0014276,Technology Refresh Wave,2028-12-01,,Network,Deferred,680.19
PRJ000497,A0001600,Technology Refresh Wave,2028-01-13,,Security,In Progress,1635.53
PRJ000498,A0007487,Technology Refresh Wave,2028-07-25,,Security,Proposed,1012.29
PRJ000499,A0015844,Technology Refresh Wave,2027-07-27,,Infrastructure,Approved,1195.13
PRJ000500,A0010245,Technology Refresh Wave,2028-03-23,,Infrastructure,Approved,1157.2
PRJ000501,A0023680,Technology Refresh Wave,2026-07-13,,Cloud,Approved,879.14
PRJ000502,A0018695,Technology Refresh Wave,2026-01-21,,Cloud,In Progress,424.66
PRJ000503,A0005793,Technology Refresh Wave,2026-07-06,,Infrastructure,In Progress,1225.17
PRJ000504,A0013975,Technology Refresh Wave,2028-09-21,,Infrastructure,In Progress,1518.2
PRJ000505,A0014523,Technology Refresh Wave,2027-03-14,,Security,Approved,1058.94
PRJ000506,A0008009,Technology Refresh Wave,2028-11-26,,Infrastructure,Completed,1082.56
PRJ000507,A0016842,Technology Refresh Wave,2027-09-05,,Network,Proposed,847.91
PRJ000508,A0020207,Technology Refresh Wave,2028-02-11,,Network,Proposed,12317.01
PRJ000509,A0016817,Technology Refresh Wave,2026-01-30,,Network,Approved,1059.12
PRJ000510,A0005228,Technology Refresh Wave,2028-09-07,,End User Computing,Completed,1423.19
PRJ000511,A0020407,Technology Refresh Wave,2026-11-20,,Network,Proposed,14194.7
PRJ000512,A0007396,Technology Refresh Wave,2027-03-07,,Network,Proposed,1745.66
PRJ000513,A0021682,Technology Refresh Wave,2028-08-23,,Security,Completed,3290.14
PRJ000514,A0013299,Technology Refresh Wave,2027-10-07,,Network,In Progress,1930.49
PRJ000515,A0020745,Technology Refresh Wave,2026-02-17,,Infrastructure,Proposed,16535.27
PRJ000516,A0023417,Technology Refresh Wave,2028-04-27,,Security,Proposed,754.9
PRJ000517,A0016584,Technology Refresh Wave,2027-10-16,,Network,Proposed,966.93
PRJ000518,A0021341,Technology Refresh Wave,2026-06-01,,Cloud,Approved,18426.15
PRJ000519,A0013678,Technology Refresh Wave,2028-11-29,,Infrastructure,In Progress,907.74
PRJ000520,A0019873,Technology Refresh Wave,2026-02-01,,End User Computing,In Progress,426.23
PRJ000521,A0017566,Technology Refresh Wave,2027-11-25,,Infrastructure,Proposed,1239.78
PRJ000522,A0011019,Technology Refresh Wave,2026-07-21,,End User Computing,In Progress,1735.09
PRJ000523,A0004411,Technology Refresh Wave,2027-09-27,,Network,Approved,1194.74
PRJ000524,A0012188,Technology Refresh Wave,2027-10-10,,Infrastructure,Proposed,1050.89
PRJ000525,A0005955,Technology Refresh Wave,2026-08-07,,Network,Approved,1221.77
PRJ000526,A0002767,Technology Refresh Wave,2028-08-04,,Network,Deferred,1598.12
PRJ000527,A0018499,Technology Refresh Wave,2027-11-08,,End User Computing,In Progress,857.32
PRJ000528,A0006563,Technology Refresh Wave,2027-04-27,,Cloud,Deferred,893.34
PRJ000529,A0005473,Technology Refresh Wave,2026-08-24,,Network,Approved,1513.17
PRJ000530,A0008389,Technology Refresh Wave,2027-09-29,,End User Computing,Proposed,1083.28
PRJ000531,A0023469,Technology Refresh Wave,2027-01-07,,Infrastructure,Deferred,904.18
PRJ000532,A0008732,Technology Refresh Wave,2027-04-27,,Network,Completed,1230.99
PRJ000533,A0019610,Technology Refresh Wave,2028-09-07,,Network,In Progress,310.74
PRJ000534,A0014726,Technology Refresh Wave,2026-10-24,,Cloud,Deferred,787.72
