Vulnerability_Record_ID,Asset_ID,CVE,Affected_Product,Severity,CVSS_Score,Discovery_Date,Remediation_Due_Date,Remediation_Status,Patch_Available,Recommended_Action
VUL-00000198,AST-0019345,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-12-14,2026-03-14,In Progress,No,Compensating Control
VUL-00000199,AST-0014498,CVE-2021-44228,Apache Log4j,Critical,10.0,2024-06-01,2024-06-16,Remediated,Yes,Vendor Fix Pending
VUL-00000200,AST-0022201,CVE-2024-3094,XZ Utils,Critical,10.0,2025-10-12,2026-01-10,Remediated,No,Compensating Control
VUL-00000201,AST-0021950,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2024-06-06,2024-09-04,In Progress,No,Vendor Fix Pending
VUL-00000202,AST-0018060,CVE-2023-38408,OpenSSH,High,9.8,2026-02-13,2026-04-14,Remediated,No,Vendor Fix Pending
VUL-00000203,AST-0008302,CVE-2020-1472,Windows Netlogon,Critical,10.0,2025-02-06,2025-04-07,Open,No,Vendor Fix Pending
VUL-00000204,AST-0015758,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2024-09-16,2024-10-16,In Progress,Yes,Patch
VUL-00000205,AST-0005242,CVE-2023-38408,OpenSSH,High,9.8,2024-08-22,2024-09-21,Open,Yes,Vendor Fix Pending
VUL-00000206,AST-0019122,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2025-05-23,2025-07-22,Remediated,Yes,Vendor Fix Pending
VUL-00000207,AST-0012050,CVE-2023-38545,curl,High,9.8,2026-02-21,2026-04-22,Open,No,Vendor Fix Pending
VUL-00000208,AST-0009835,CVE-2020-1472,Windows Netlogon,Critical,10.0,2024-10-31,2025-01-29,Remediated,Yes,Compensating Control
VUL-00000209,AST-0012361,CVE-2023-3519,Citrix ADC,Critical,9.8,2026-02-27,2026-03-29,False Positive,No,Compensating Control
VUL-00000210,AST-0015320,CVE-2020-1472,Windows Netlogon,Critical,10.0,2025-11-01,2025-12-01,Remediated,Yes,Upgrade
VUL-00000211,AST-0015698,CVE-2024-3094,XZ Utils,Critical,10.0,2025-02-22,2025-04-23,Open,No,Vendor Fix Pending
VUL-00000212,AST-0021716,CVE-2022-22965,Spring Framework,Critical,9.8,2024-10-12,2024-11-11,In Progress,No,Vendor Fix Pending
VUL-00000213,AST-0017133,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-04-19,2025-05-19,Remediated,No,Upgrade
VUL-00000214,AST-0023128,CVE-2022-22965,Spring Framework,Critical,9.8,2025-08-22,2025-11-20,Open,Yes,Compensating Control
VUL-00000215,AST-0016549,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-05-30,2025-08-28,Remediated,No,Patch
VUL-00000216,AST-0011067,CVE-2020-1472,Windows Netlogon,Critical,10.0,2025-06-04,2025-07-04,Risk Accepted,Yes,Vendor Fix Pending
VUL-00000217,AST-0007096,CVE-2022-22965,Spring Framework,Critical,9.8,2026-05-05,2026-05-20,In Progress,No,Upgrade
VUL-00000218,AST-0021134,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2025-02-03,2025-03-05,Remediated,Yes,Vendor Fix Pending
VUL-00000219,AST-0016159,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-10-16,2025-10-31,Remediated,Yes,Vendor Fix Pending
VUL-00000220,AST-0006298,CVE-2020-1472,Windows Netlogon,Critical,10.0,2025-07-27,2025-08-11,Open,Yes,Patch
VUL-00000221,AST-0002879,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2025-03-16,2025-06-14,In Progress,No,Upgrade
VUL-00000222,AST-0022325,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2024-08-22,2024-09-06,Open,Yes,Compensating Control
VUL-00000223,AST-0017842,CVE-2024-3094,XZ Utils,Critical,10.0,2025-06-28,2025-07-13,Remediated,No,Vendor Fix Pending
VUL-00000224,AST-0020921,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2024-09-04,2024-12-03,Remediated,Yes,Compensating Control
VUL-00000225,AST-0019387,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-12-12,2026-01-11,Remediated,No,Compensating Control
VUL-00000226,AST-0021414,CVE-2023-38545,curl,High,9.8,2025-03-03,2025-03-18,Remediated,No,Vendor Fix Pending
VUL-00000227,AST-0017517,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2026-04-27,2026-05-27,In Progress,Yes,Compensating Control
VUL-00000228,AST-0022064,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2024-07-19,2024-08-03,Remediated,Yes,Compensating Control
VUL-00000229,AST-0009001,CVE-2023-38545,curl,High,9.8,2026-03-17,2026-06-15,In Progress,No,Upgrade
VUL-00000230,AST-0021828,CVE-2020-1472,Windows Netlogon,Critical,10.0,2024-06-17,2024-09-15,In Progress,Yes,Compensating Control
VUL-00000231,AST-0022673,CVE-2021-44228,Apache Log4j,Critical,10.0,2026-05-28,2026-06-12,Remediated,Yes,Vendor Fix Pending
VUL-00000232,AST-0011971,CVE-2024-3094,XZ Utils,Critical,10.0,2024-12-29,2025-01-13,Remediated,Yes,Upgrade
VUL-00000233,AST-0012397,CVE-2024-3094,XZ Utils,Critical,10.0,2026-03-12,2026-06-10,Open,Yes,Upgrade
VUL-00000234,AST-0023803,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2025-04-15,2025-06-14,In Progress,Yes,Upgrade
VUL-00000235,AST-0010848,CVE-2020-1472,Windows Netlogon,Critical,10.0,2026-01-06,2026-01-21,Open,Yes,Compensating Control
VUL-00000236,AST-0012798,CVE-2023-38408,OpenSSH,High,9.8,2026-05-08,2026-05-23,Remediated,Yes,Upgrade
VUL-00000237,AST-0021336,CVE-2021-44228,Apache Log4j,Critical,10.0,2026-01-18,2026-04-18,Remediated,Yes,Upgrade
VUL-00000238,AST-0020379,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-07-15,2025-07-30,Remediated,Yes,Compensating Control
VUL-00000239,AST-0014338,CVE-2023-38545,curl,High,9.8,2025-12-26,2026-01-25,Remediated,Yes,Vendor Fix Pending
VUL-00000240,AST-0007585,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2024-12-06,2024-12-21,Remediated,Yes,Compensating Control
VUL-00000241,AST-0019448,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-02-14,2025-03-16,Risk Accepted,No,Vendor Fix Pending
VUL-00000242,AST-0022383,CVE-2024-3094,XZ Utils,Critical,10.0,2024-11-15,2025-02-13,In Progress,No,Vendor Fix Pending
VUL-00000243,AST-0021787,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-10-17,2025-11-01,In Progress,No,Upgrade
VUL-00000244,AST-0020731,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2024-11-22,2025-02-20,Open,No,Upgrade
VUL-00000245,AST-0015454,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2024-08-02,2024-09-01,Open,Yes,Vendor Fix Pending
VUL-00000246,AST-0005944,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-09-19,2025-12-18,Open,No,Vendor Fix Pending
VUL-00000247,AST-0006394,CVE-2023-3519,Citrix ADC,Critical,9.8,2026-02-03,2026-04-04,Remediated,Yes,Vendor Fix Pending
VUL-00000248,AST-0001313,CVE-2024-3094,XZ Utils,Critical,10.0,2025-02-07,2025-03-09,In Progress,Yes,Compensating Control
VUL-00000249,AST-0004427,CVE-2023-38408,OpenSSH,High,9.8,2025-06-29,2025-07-29,Open,No,Vendor Fix Pending
VUL-00000250,AST-0011427,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2025-11-30,2025-12-30,False Positive,Yes,Vendor Fix Pending
VUL-00000251,AST-0000178,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-03-09,2025-03-24,Remediated,No,Patch
VUL-00000252,AST-0023685,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2024-12-28,2025-01-27,Remediated,Yes,Vendor Fix Pending
VUL-00000253,AST-0020470,CVE-2022-22965,Spring Framework,Critical,9.8,2025-06-25,2025-07-25,Open,Yes,Upgrade
VUL-00000254,AST-0016133,CVE-2024-3094,XZ Utils,Critical,10.0,2025-05-08,2025-07-07,Open,Yes,Compensating Control
VUL-00000255,AST-0011819,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-10-30,2025-12-29,Remediated,No,Compensating Control
VUL-00000256,AST-0021657,CVE-2023-38545,curl,High,9.8,2024-10-24,2024-11-23,Open,Yes,Upgrade
VUL-00000257,AST-0020987,CVE-2020-1472,Windows Netlogon,Critical,10.0,2024-08-08,2024-09-07,Remediated,No,Patch
VUL-00000258,AST-0019685,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-06-04,2025-06-19,Remediated,No,Compensating Control
VUL-00000259,AST-0002680,CVE-2023-38408,OpenSSH,High,9.8,2024-10-18,2024-11-02,Remediated,No,Compensating Control
VUL-00000260,AST-0006385,CVE-2023-38408,OpenSSH,High,9.8,2024-12-28,2025-02-26,Remediated,Yes,Vendor Fix Pending
VUL-00000261,AST-0007906,CVE-2022-22965,Spring Framework,Critical,9.8,2025-08-30,2025-09-14,Open,No,Vendor Fix Pending
VUL-00000262,AST-0018295,CVE-2022-22965,Spring Framework,Critical,9.8,2025-06-20,2025-08-19,In Progress,Yes,Patch
VUL-00000263,AST-0019647,CVE-2023-3519,Citrix ADC,Critical,9.8,2024-11-27,2024-12-27,Open,No,Upgrade
VUL-00000264,AST-0016326,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2026-02-18,2026-04-19,Remediated,No,Vendor Fix Pending
VUL-00000265,AST-0019153,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2026-04-21,2026-06-20,Remediated,No,Patch
VUL-00000266,AST-0023343,CVE-2023-38545,curl,High,9.8,2024-11-27,2025-02-25,Open,Yes,Vendor Fix Pending
VUL-00000267,AST-0017572,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2026-04-14,2026-07-13,Open,Yes,Upgrade
VUL-00000268,AST-0009843,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2025-06-17,2025-07-02,Risk Accepted,Yes,Compensating Control
VUL-00000269,AST-0009507,CVE-2023-38408,OpenSSH,High,9.8,2024-10-18,2025-01-16,Open,No,Patch
VUL-00000270,AST-0018506,CVE-2023-38545,curl,High,9.8,2025-07-01,2025-07-31,Remediated,No,Patch
VUL-00000271,AST-0004714,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-02-04,2025-05-05,In Progress,No,Upgrade
VUL-00000272,AST-0002723,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2024-10-29,2024-11-28,Remediated,No,Compensating Control
VUL-00000273,AST-0010435,CVE-2024-3094,XZ Utils,Critical,10.0,2024-10-24,2025-01-22,Risk Accepted,Yes,Upgrade
VUL-00000274,AST-0022284,CVE-2023-38545,curl,High,9.8,2024-12-29,2025-02-27,Open,No,Compensating Control
VUL-00000275,AST-0022190,CVE-2020-1472,Windows Netlogon,Critical,10.0,2025-07-30,2025-08-14,Remediated,No,Patch
VUL-00000276,AST-0020231,CVE-2020-1472,Windows Netlogon,Critical,10.0,2024-07-05,2024-10-03,Remediated,Yes,Patch
VUL-00000277,AST-0001577,CVE-2024-3094,XZ Utils,Critical,10.0,2026-05-18,2026-06-02,Open,Yes,Patch
VUL-00000278,AST-0019985,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2026-03-09,2026-04-08,Remediated,No,Patch
VUL-00000279,AST-0022204,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2025-11-01,2026-01-30,Remediated,No,Patch
VUL-00000280,AST-0011863,CVE-2020-1472,Windows Netlogon,Critical,10.0,2024-06-20,2024-08-19,Open,No,Compensating Control
VUL-00000281,AST-0011785,CVE-2022-22965,Spring Framework,Critical,9.8,2025-06-21,2025-07-21,Remediated,Yes,Compensating Control
VUL-00000282,AST-0016978,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-08-31,2025-11-29,Remediated,No,Upgrade
VUL-00000283,AST-0018138,CVE-2023-38545,curl,High,9.8,2025-11-18,2025-12-03,False Positive,Yes,Compensating Control
VUL-00000284,AST-0016471,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2024-09-23,2024-12-22,Open,No,Patch
VUL-00000285,AST-0001093,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2025-03-20,2025-05-19,Risk Accepted,No,Compensating Control
VUL-00000286,AST-0017720,CVE-2023-3519,Citrix ADC,Critical,9.8,2024-10-20,2024-12-19,In Progress,No,Compensating Control
VUL-00000287,AST-0004906,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2025-02-02,2025-02-17,In Progress,No,Patch
VUL-00000288,AST-0020946,CVE-2020-1472,Windows Netlogon,Critical,10.0,2025-03-28,2025-05-27,In Progress,Yes,Vendor Fix Pending
VUL-00000289,AST-0021701,CVE-2022-22965,Spring Framework,Critical,9.8,2025-08-13,2025-11-11,Remediated,No,Vendor Fix Pending
VUL-00000290,AST-0001023,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2024-06-29,2024-08-28,Remediated,Yes,Compensating Control
VUL-00000291,AST-0023188,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-07-29,2025-09-27,In Progress,No,Compensating Control
VUL-00000292,AST-0020120,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-07-02,2025-09-30,Remediated,Yes,Upgrade
VUL-00000293,AST-0019234,CVE-2021-44228,Apache Log4j,Critical,10.0,2024-09-22,2024-11-21,Remediated,No,Vendor Fix Pending
VUL-00000294,AST-0001793,CVE-2023-38545,curl,High,9.8,2025-02-23,2025-04-24,Open,Yes,Compensating Control
VUL-00000295,AST-0023530,CVE-2023-38408,OpenSSH,High,9.8,2024-08-19,2024-10-18,Remediated,Yes,Compensating Control
VUL-00000296,AST-0003374,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2026-02-09,2026-05-10,In Progress,No,Compensating Control
VUL-00000297,AST-0019369,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-02-28,2025-04-29,Remediated,Yes,Patch
VUL-00000298,AST-0016437,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-07-13,2025-10-11,Open,Yes,Vendor Fix Pending
VUL-00000299,AST-0004354,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2024-10-07,2024-11-06,Open,Yes,Compensating Control
VUL-00000300,AST-0011476,CVE-2022-22965,Spring Framework,Critical,9.8,2024-12-24,2025-01-23,Remediated,Yes,Compensating Control
VUL-00000301,AST-0000472,CVE-2023-38408,OpenSSH,High,9.8,2024-06-20,2024-09-18,Remediated,Yes,Compensating Control
VUL-00000302,AST-0013893,CVE-2020-1472,Windows Netlogon,Critical,10.0,2025-09-11,2025-11-10,In Progress,No,Patch
VUL-00000303,AST-0021644,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-07-17,2025-09-15,Remediated,No,Compensating Control
VUL-00000304,AST-0002658,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2026-02-04,2026-02-19,In Progress,No,Patch
VUL-00000305,AST-0016761,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2024-11-29,2025-02-27,Remediated,Yes,Patch
VUL-00000306,AST-0023570,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2025-01-08,2025-04-08,Open,Yes,Patch
VUL-00000307,AST-0016521,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-12-14,2026-02-12,Open,No,Patch
VUL-00000308,AST-0012735,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2024-11-09,2025-02-07,Risk Accepted,No,Compensating Control
VUL-00000309,AST-0013101,CVE-2024-3094,XZ Utils,Critical,10.0,2026-01-21,2026-02-20,Remediated,No,Vendor Fix Pending
VUL-00000310,AST-0021515,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2025-06-20,2025-08-19,Open,Yes,Patch
VUL-00000311,AST-0000125,CVE-2022-22965,Spring Framework,Critical,9.8,2025-03-31,2025-05-30,Open,No,Vendor Fix Pending
VUL-00000312,AST-0009164,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2024-06-23,2024-09-21,Remediated,Yes,Patch
VUL-00000313,AST-0021407,CVE-2022-22965,Spring Framework,Critical,9.8,2024-08-06,2024-09-05,Open,Yes,Upgrade
VUL-00000314,AST-0011962,CVE-2023-3519,Citrix ADC,Critical,9.8,2024-09-27,2024-10-27,Remediated,No,Patch
VUL-00000315,AST-0008292,CVE-2023-38408,OpenSSH,High,9.8,2025-04-04,2025-06-03,Risk Accepted,Yes,Upgrade
VUL-00000316,AST-0005427,CVE-2023-38408,OpenSSH,High,9.8,2025-10-24,2025-11-23,Remediated,No,Compensating Control
VUL-00000317,AST-0021193,CVE-2023-38545,curl,High,9.8,2025-03-26,2025-04-10,Open,No,Compensating Control
VUL-00000318,AST-0012750,CVE-2023-3519,Citrix ADC,Critical,9.8,2026-04-18,2026-07-17,Open,No,Vendor Fix Pending
VUL-00000319,AST-0014731,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-02-16,2025-03-18,Remediated,Yes,Vendor Fix Pending
VUL-00000320,AST-0003121,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2026-04-09,2026-05-09,Remediated,No,Upgrade
VUL-00000321,AST-0016269,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2025-03-03,2025-03-18,Risk Accepted,Yes,Vendor Fix Pending
VUL-00000322,AST-0010026,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2024-08-10,2024-09-09,Remediated,No,Patch
VUL-00000323,AST-0018720,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2025-06-07,2025-08-06,Open,Yes,Upgrade
VUL-00000324,AST-0002536,CVE-2020-1472,Windows Netlogon,Critical,10.0,2025-04-09,2025-06-08,Remediated,Yes,Patch
VUL-00000325,AST-0022487,CVE-2024-3094,XZ Utils,Critical,10.0,2025-02-19,2025-04-20,In Progress,No,Patch
VUL-00000326,AST-0007873,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-02-02,2025-02-17,Risk Accepted,Yes,Compensating Control
VUL-00000327,AST-0014736,CVE-2024-3094,XZ Utils,Critical,10.0,2025-07-29,2025-08-28,Open,No,Vendor Fix Pending
VUL-00000328,AST-0003729,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2025-03-22,2025-06-20,Open,No,Compensating Control
VUL-00000329,AST-0019566,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2025-07-05,2025-07-20,Open,No,Upgrade
VUL-00000330,AST-0008133,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2024-09-10,2024-09-25,Remediated,Yes,Patch
VUL-00000331,AST-0018714,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2025-07-21,2025-08-20,Open,Yes,Patch
VUL-00000332,AST-0021704,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-07-13,2025-10-11,Remediated,No,Compensating Control
VUL-00000333,AST-0023343,CVE-2023-38408,OpenSSH,High,9.8,2024-08-27,2024-10-26,In Progress,No,Compensating Control
VUL-00000334,AST-0023309,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-10-29,2025-11-28,Open,No,Compensating Control
VUL-00000335,AST-0021908,CVE-2021-44228,Apache Log4j,Critical,10.0,2024-06-06,2024-07-06,Open,No,Upgrade
VUL-00000336,AST-0022817,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2026-05-21,2026-06-05,Remediated,No,Patch
VUL-00000337,AST-0013376,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2025-10-12,2026-01-10,Remediated,No,Compensating Control
VUL-00000338,AST-0000264,CVE-2021-44228,Apache Log4j,Critical,10.0,2026-04-06,2026-07-05,Remediated,Yes,Upgrade
VUL-00000339,AST-0005539,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2025-04-03,2025-07-02,Remediated,No,Compensating Control
VUL-00000340,AST-0017792,CVE-2024-3094,XZ Utils,Critical,10.0,2025-05-26,2025-07-25,Risk Accepted,No,Vendor Fix Pending
VUL-00000341,AST-0018486,CVE-2023-38408,OpenSSH,High,9.8,2025-09-18,2025-12-17,In Progress,No,Patch
VUL-00000342,AST-0010178,CVE-2023-38545,curl,High,9.8,2026-04-19,2026-06-18,Remediated,Yes,Compensating Control
VUL-00000343,AST-0009993,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2025-07-06,2025-10-04,Remediated,No,Compensating Control
VUL-00000344,AST-0023212,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2025-08-14,2025-09-13,Remediated,No,Compensating Control
VUL-00000345,AST-0013742,CVE-2022-22965,Spring Framework,Critical,9.8,2024-10-24,2024-11-08,Open,Yes,Vendor Fix Pending
VUL-00000346,AST-0006549,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-07-28,2025-10-26,Risk Accepted,Yes,Patch
VUL-00000347,AST-0019987,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2024-12-16,2025-02-14,Remediated,No,Upgrade
VUL-00000348,AST-0021777,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-04-13,2025-07-12,Open,No,Upgrade
VUL-00000349,AST-0022139,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2025-11-10,2026-02-08,Open,No,Vendor Fix Pending
VUL-00000350,AST-0011773,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2026-01-05,2026-01-20,Risk Accepted,No,Upgrade
VUL-00000351,AST-0016813,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-08-15,2025-09-14,Remediated,Yes,Patch
VUL-00000352,AST-0004567,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-05-14,2025-08-12,Remediated,No,Compensating Control
VUL-00000353,AST-0013385,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2025-07-10,2025-08-09,Open,No,Upgrade
VUL-00000354,AST-0004658,CVE-2023-38545,curl,High,9.8,2025-06-16,2025-09-14,Open,No,Upgrade
VUL-00000355,AST-0011683,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-01-01,2025-03-02,False Positive,Yes,Vendor Fix Pending
VUL-00000356,AST-0008720,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2026-03-07,2026-04-06,Remediated,Yes,Upgrade
VUL-00000357,AST-0003672,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-12-04,2026-01-03,Remediated,No,Compensating Control
VUL-00000358,AST-0020428,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-07-16,2025-07-31,Remediated,Yes,Patch
VUL-00000359,AST-0023863,CVE-2020-1472,Windows Netlogon,Critical,10.0,2025-05-30,2025-08-28,Remediated,No,Patch
VUL-00000360,AST-0004242,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2024-09-04,2024-09-19,Remediated,Yes,Patch
VUL-00000361,AST-0004991,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-06-25,2025-08-24,In Progress,Yes,Upgrade
VUL-00000362,AST-0023767,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-01-09,2025-03-10,Risk Accepted,Yes,Vendor Fix Pending
VUL-00000363,AST-0011549,CVE-2024-3094,XZ Utils,Critical,10.0,2024-09-03,2024-09-18,In Progress,No,Compensating Control
VUL-00000364,AST-0005908,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2026-02-22,2026-05-23,Remediated,No,Vendor Fix Pending
VUL-00000365,AST-0006498,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2026-03-31,2026-05-30,In Progress,No,Patch
VUL-00000366,AST-0009229,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2026-04-12,2026-05-12,Remediated,No,Patch
VUL-00000367,AST-0002788,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2024-06-08,2024-07-08,Remediated,No,Patch
VUL-00000368,AST-0020701,CVE-2021-44228,Apache Log4j,Critical,10.0,2024-10-25,2024-11-09,Remediated,Yes,Upgrade
VUL-00000369,AST-0005061,CVE-2023-38408,OpenSSH,High,9.8,2026-03-17,2026-04-16,Remediated,No,Patch
VUL-00000370,AST-0022248,CVE-2024-3094,XZ Utils,Critical,10.0,2025-12-20,2026-03-20,Remediated,Yes,Upgrade
VUL-00000371,AST-0008723,CVE-2024-3094,XZ Utils,Critical,10.0,2024-12-12,2025-01-11,In Progress,No,Compensating Control
VUL-00000372,AST-0014443,CVE-2022-22965,Spring Framework,Critical,9.8,2024-08-30,2024-09-14,Remediated,Yes,Vendor Fix Pending
VUL-00000373,AST-0021178,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-05-14,2025-05-29,False Positive,Yes,Compensating Control
VUL-00000374,AST-0005120,CVE-2024-3094,XZ Utils,Critical,10.0,2026-03-13,2026-05-12,Open,No,Vendor Fix Pending
VUL-00000375,AST-0011866,CVE-2024-3094,XZ Utils,Critical,10.0,2025-01-25,2025-04-25,Open,No,Patch
VUL-00000376,AST-0005771,CVE-2023-38408,OpenSSH,High,9.8,2024-11-10,2025-02-08,Remediated,Yes,Upgrade
VUL-00000377,AST-0021745,CVE-2024-3094,XZ Utils,Critical,10.0,2025-03-31,2025-04-30,Remediated,Yes,Upgrade
VUL-00000378,AST-0006563,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2025-10-21,2025-11-20,Remediated,Yes,Patch
VUL-00000379,AST-0020054,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2024-08-24,2024-09-23,Remediated,Yes,Upgrade
VUL-00000380,AST-0016407,CVE-2023-3519,Citrix ADC,Critical,9.8,2026-01-13,2026-03-14,Risk Accepted,No,Compensating Control
VUL-00000381,AST-0015832,CVE-2020-1472,Windows Netlogon,Critical,10.0,2025-10-21,2025-11-20,Remediated,No,Vendor Fix Pending
VUL-00000382,AST-0000436,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-04-01,2025-05-31,Risk Accepted,Yes,Patch
VUL-00000383,AST-0022951,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2025-11-12,2026-02-10,Remediated,Yes,Compensating Control
