Finding_ID,Asset_ID,CVE_ID,Severity,First_Detected_Date,Last_Detected_Date,Remediation_Status,Scanner_Source,CVSS_Score
VULN00000256,A0021677,CVE-2023-36884,Medium,2025-12-07,2026-05-31,In Remediation,Qualys,4.9
VULN00000257,A0005954,CVE-2023-36884,High,2024-07-27,2026-05-31,In Remediation,Qualys,7.8
VULN00000258,A0006125,CVE-2024-3400,Medium,2024-03-14,2026-05-31,In Remediation,Tenable,6.1
VULN00000259,A0004747,CVE-2023-3519,Low,2026-03-30,2026-05-31,In Remediation,Tenable,3.0
VULN00000260,A0004584,CVE-2024-3400,Critical,2025-05-05,2026-05-31,Open,Tenable,9.3
VULN00000261,A0006854,CVE-2023-3519,High,2026-04-24,2026-05-31,In Remediation,Qualys,8.2
VULN00000262,A0002947,CVE-2023-36884,Medium,2025-05-02,2026-05-31,Closed,Qualys,5.2
VULN00000263,A0006378,CVE-2021-44228,Medium,2025-06-09,2026-05-31,Closed,Tenable,5.6
VULN00000264,A0018713,CVE-2023-3519,Critical,2025-12-10,2026-05-31,In Remediation,Tenable,8.7
VULN00000265,A0009423,CVE-2021-44228,Medium,2026-04-22,2026-05-31,Closed,Qualys,5.4
VULN00000266,A0021955,CVE-2022-30190,Critical,2026-02-14,2026-05-31,Open,Defender Vulnerability Management,9.0
VULN00000267,A0000403,CVE-2024-3094,High,2025-09-07,2026-05-31,Closed,Qualys,8.2
VULN00000268,A0011371,CVE-2023-20198,High,2024-06-21,2026-05-31,In Remediation,Qualys,8.2
VULN00000269,A0000826,CVE-2022-30190,Critical,2024-02-06,2026-05-31,Closed,Defender Vulnerability Management,9.1
VULN00000270,A0003479,CVE-2024-21410,Medium,2025-12-21,2026-05-31,In Remediation,Defender Vulnerability Management,4.7
VULN00000271,A0020999,CVE-2024-21410,Medium,2025-07-12,2026-05-31,Closed,Tenable,5.4
VULN00000272,A0017505,CVE-2023-20198,Medium,2024-10-12,2026-05-31,In Remediation,Qualys,5.8
VULN00000273,A0011000,CVE-2021-44228,Low,2024-12-30,2026-05-31,Closed,Qualys,3.0
VULN00000274,A0009830,CVE-2024-3094,Critical,2024-11-02,2026-05-31,Closed,Qualys,9.6
VULN00000275,A0004311,CVE-2023-23397,Critical,2024-03-08,2026-05-31,Open,Qualys,9.9
VULN00000276,A0004976,CVE-2023-34362,High,2025-10-31,2026-05-31,Open,Defender Vulnerability Management,8.1
VULN00000277,A0003447,CVE-2024-21410,Medium,2025-09-28,2026-05-31,Open,Tenable,5.1
VULN00000278,A0007733,CVE-2023-20198,High,2024-03-14,2026-05-31,Open,Qualys,8.4
VULN00000279,A0019177,CVE-2021-44228,Medium,2025-07-08,2026-05-31,Closed,Qualys,5.9
VULN00000280,A0001716,CVE-2023-20198,High,2025-06-12,2026-05-31,Closed,Tenable,7.2
VULN00000281,A0006506,CVE-2021-44228,Medium,2025-07-10,2026-05-31,In Remediation,Defender Vulnerability Management,6.0
VULN00000282,A0017072,CVE-2024-3400,High,2025-02-21,2026-05-31,Open,Qualys,8.3
VULN00000283,A0012717,CVE-2022-30190,Low,2026-01-11,2026-05-31,Closed,Qualys,2.9
VULN00000284,A0001428,CVE-2023-34362,Low,2026-04-14,2026-05-31,Closed,Tenable,2.3
VULN00000285,A0021191,CVE-2023-34362,Medium,2025-10-21,2026-05-31,Closed,Tenable,4.9
VULN00000286,A0013396,CVE-2024-3400,Medium,2025-09-01,2026-05-31,In Remediation,Tenable,5.5
VULN00000287,A0021719,CVE-2022-30190,High,2026-04-22,2026-05-31,Open,Tenable,8.2
VULN00000288,A0006782,CVE-2023-34362,High,2024-09-16,2026-05-31,Closed,Tenable,7.5
VULN00000289,A0005391,CVE-2021-44228,High,2025-04-22,2026-05-31,Closed,Tenable,8.4
VULN00000290,A0020202,CVE-2024-3094,Medium,2026-02-06,2026-05-31,Closed,Tenable,5.6
VULN00000291,A0012388,CVE-2022-30190,High,2025-01-23,2026-05-31,Closed,Qualys,8.1
VULN00000292,A0009753,CVE-2023-23397,Medium,2025-05-09,2026-05-31,Closed,Tenable,6.3
VULN00000293,A0010215,CVE-2023-3519,High,2024-03-03,2026-05-31,In Remediation,Defender Vulnerability Management,7.8
VULN00000294,A0005385,CVE-2024-3094,Medium,2025-01-26,2026-05-31,Closed,Qualys,6.7
VULN00000295,A0023308,CVE-2023-20198,High,2024-03-05,2026-05-31,In Remediation,Tenable,7.8
VULN00000296,A0015826,CVE-2023-36884,Critical,2025-10-21,2026-05-31,Exception Approved,Defender Vulnerability Management,9.8
VULN00000297,A0022291,CVE-2023-34362,Critical,2024-09-15,2026-05-31,Exception Approved,Defender Vulnerability Management,8.1
VULN00000298,A0010020,CVE-2021-44228,High,2025-03-10,2026-05-31,Closed,Defender Vulnerability Management,8.2
VULN00000299,A0006956,CVE-2024-3094,Medium,2026-03-05,2026-05-31,Closed,Tenable,5.5
VULN00000300,A0004746,CVE-2023-3519,High,2024-08-22,2026-05-31,Open,Qualys,8.1
VULN00000301,A0011960,CVE-2023-20198,Medium,2024-06-16,2026-05-31,Closed,Qualys,4.3
VULN00000302,A0022108,CVE-2022-30190,Medium,2024-01-19,2026-05-31,Open,Defender Vulnerability Management,5.0
VULN00000303,A0012181,CVE-2023-23397,High,2026-03-28,2026-05-31,Closed,Tenable,8.5
VULN00000304,A0022538,CVE-2023-3519,Low,2025-08-08,2026-05-31,Closed,Qualys,2.9
VULN00000305,A0014236,CVE-2023-36884,Medium,2024-05-26,2026-05-31,Closed,Qualys,5.4
VULN00000306,A0019970,CVE-2021-44228,High,2024-11-10,2026-05-31,Open,Defender Vulnerability Management,7.3
VULN00000307,A0008820,CVE-2023-34362,Critical,2024-03-08,2026-05-31,Closed,Tenable,10.0
VULN00000308,A0014983,CVE-2024-21410,Medium,2025-12-02,2026-05-31,Open,Qualys,5.0
VULN00000309,A0001798,CVE-2024-3094,Medium,2025-11-20,2026-05-31,Closed,Qualys,4.8
VULN00000310,A0001359,CVE-2023-20198,Medium,2025-01-26,2026-05-31,Open,Qualys,5.4
VULN00000311,A0003191,CVE-2023-20198,Medium,2024-04-03,2026-05-31,Closed,Tenable,4.8
VULN00000312,A0005891,CVE-2023-20198,Medium,2024-05-13,2026-05-31,Closed,Defender Vulnerability Management,5.3
VULN00000313,A0019011,CVE-2023-34362,Medium,2024-09-30,2026-05-31,Exception Approved,Defender Vulnerability Management,5.6
VULN00000314,A0018360,CVE-2023-36884,High,2025-03-28,2026-05-31,Closed,Defender Vulnerability Management,8.5
VULN00000315,A0014764,CVE-2023-23397,High,2024-09-29,2026-05-31,Closed,Qualys,8.1
VULN00000316,A0001682,CVE-2023-34362,Medium,2025-01-16,2026-05-31,In Remediation,Qualys,5.0
VULN00000317,A0003031,CVE-2024-21410,High,2025-07-29,2026-05-31,In Remediation,Tenable,8.3
VULN00000318,A0005789,CVE-2022-30190,High,2024-01-28,2026-05-31,Closed,Tenable,8.0
VULN00000319,A0013432,CVE-2023-36884,High,2024-04-12,2026-05-31,In Remediation,Defender Vulnerability Management,7.6
VULN00000320,A0012187,CVE-2024-3094,Medium,2024-05-24,2026-05-31,Open,Tenable,6.4
VULN00000321,A0012234,CVE-2021-44228,High,2026-04-15,2026-05-31,In Remediation,Tenable,8.2
VULN00000322,A0007300,CVE-2023-20198,High,2024-04-15,2026-05-31,Closed,Qualys,8.4
VULN00000323,A0022887,CVE-2023-3519,High,2024-10-19,2026-05-31,In Remediation,Tenable,8.0
VULN00000324,A0008370,CVE-2023-3519,Low,2024-04-29,2026-05-31,Closed,Qualys,2.5
VULN00000325,A0022121,CVE-2023-36884,High,2024-05-14,2026-05-31,Open,Defender Vulnerability Management,7.7
VULN00000326,A0010839,CVE-2023-36884,Medium,2024-05-08,2026-05-31,Open,Defender Vulnerability Management,5.0
VULN00000327,A0013387,CVE-2023-20198,Medium,2025-06-29,2026-05-31,Closed,Qualys,6.0
VULN00000328,A0002978,CVE-2023-34362,Low,2024-03-08,2026-05-31,In Remediation,Qualys,2.0
VULN00000329,A0002685,CVE-2023-20198,Medium,2026-04-22,2026-05-31,Closed,Tenable,5.9
VULN00000330,A0004503,CVE-2023-3519,Medium,2025-04-15,2026-05-31,Closed,Qualys,5.3
VULN00000331,A0017352,CVE-2021-44228,Medium,2024-05-16,2026-05-31,Closed,Defender Vulnerability Management,6.4
VULN00000332,A0010166,CVE-2024-3400,Medium,2025-08-20,2026-05-31,Open,Qualys,5.6
VULN00000333,A0002891,CVE-2023-3519,Critical,2024-12-27,2026-05-31,Open,Qualys,9.1
VULN00000334,A0021682,CVE-2024-21410,Critical,2026-04-08,2026-05-31,Closed,Qualys,9.2
VULN00000335,A0016616,CVE-2023-36884,Low,2024-05-30,2026-05-31,In Remediation,Qualys,3.1
VULN00000336,A0009864,CVE-2021-44228,Medium,2025-01-26,2026-05-31,Open,Tenable,5.1
VULN00000337,A0000263,CVE-2022-30190,Low,2026-01-07,2026-05-31,Closed,Qualys,2.8
VULN00000338,A0002515,CVE-2023-23397,Medium,2024-07-03,2026-05-31,Closed,Defender Vulnerability Management,5.6
VULN00000339,A0022256,CVE-2023-20198,High,2024-10-19,2026-05-31,In Remediation,Defender Vulnerability Management,7.7
VULN00000340,A0000627,CVE-2023-20198,Critical,2024-02-06,2026-05-31,Closed,Qualys,10.0
VULN00000341,A0022599,CVE-2023-3519,Medium,2025-08-26,2026-05-31,Exception Approved,Tenable,5.5
VULN00000342,A0008376,CVE-2024-3400,Low,2024-10-23,2026-05-31,Open,Qualys,3.2
VULN00000343,A0022094,CVE-2024-21410,Medium,2025-07-10,2026-05-31,Closed,Defender Vulnerability Management,4.9
VULN00000344,A0003285,CVE-2024-3400,Medium,2024-02-06,2026-05-31,Closed,Defender Vulnerability Management,6.0
VULN00000345,A0011105,CVE-2023-23397,High,2024-05-03,2026-05-31,Closed,Tenable,7.8
VULN00000346,A0016782,CVE-2023-20198,High,2025-06-14,2026-05-31,In Remediation,Qualys,7.6
VULN00000347,A0005427,CVE-2024-21410,High,2024-06-04,2026-05-31,Closed,Tenable,8.1
VULN00000348,A0006125,CVE-2024-3400,High,2026-01-14,2026-05-31,Open,Defender Vulnerability Management,8.3
VULN00000349,A0011049,CVE-2022-30190,Medium,2025-07-31,2026-05-31,In Remediation,Qualys,5.5
VULN00000350,A0016488,CVE-2023-34362,High,2024-12-26,2026-05-31,In Remediation,Qualys,7.2
VULN00000351,A0000776,CVE-2024-21410,High,2025-01-24,2026-05-31,Open,Tenable,8.2
VULN00000352,A0023729,CVE-2024-3094,Critical,2024-08-27,2026-05-31,Open,Qualys,9.3
VULN00000353,A0021978,CVE-2021-44228,Low,2025-02-14,2026-05-31,Closed,Defender Vulnerability Management,2.8
VULN00000354,A0000041,CVE-2024-3400,High,2025-07-05,2026-05-31,Open,Tenable,9.1
VULN00000355,A0016176,CVE-2024-3094,High,2025-09-27,2026-05-31,Open,Tenable,7.0
VULN00000356,A0004982,CVE-2024-3400,Medium,2025-06-02,2026-05-31,Open,Qualys,5.4
VULN00000357,A0010558,CVE-2023-23397,Medium,2025-05-01,2026-05-31,In Remediation,Tenable,6.4
VULN00000358,A0016153,CVE-2023-20198,High,2025-09-06,2026-05-31,Closed,Tenable,8.1
VULN00000359,A0006334,CVE-2023-20198,Critical,2024-12-13,2026-05-31,Closed,Tenable,9.2
VULN00000360,A0009378,CVE-2024-3400,Low,2024-08-07,2026-05-31,In Remediation,Qualys,2.3
VULN00000361,A0002052,CVE-2021-44228,Medium,2025-04-04,2026-05-31,Closed,Qualys,5.9
VULN00000362,A0017710,CVE-2021-44228,Medium,2026-05-02,2026-05-31,Closed,Qualys,6.1
VULN00000363,A0023588,CVE-2024-3094,Medium,2024-12-30,2026-05-31,In Remediation,Tenable,4.8
VULN00000364,A0001181,CVE-2023-34362,Medium,2025-07-28,2026-05-31,Open,Defender Vulnerability Management,5.1
VULN00000365,A0013133,CVE-2023-3519,Medium,2025-09-27,2026-05-31,Open,Tenable,6.2
VULN00000366,A0010517,CVE-2022-30190,Medium,2026-02-15,2026-05-31,Closed,Qualys,5.4
VULN00000367,A0019578,CVE-2023-3519,Low,2025-08-30,2026-05-31,Open,Defender Vulnerability Management,2.1
VULN00000368,A0002493,CVE-2023-20198,Critical,2024-03-23,2026-05-31,Open,Qualys,9.4
VULN00000369,A0007166,CVE-2023-23397,High,2024-03-08,2026-05-31,Closed,Defender Vulnerability Management,7.6
VULN00000370,A0013846,CVE-2023-23397,Critical,2026-03-15,2026-05-31,In Remediation,Tenable,10.0
VULN00000371,A0020777,CVE-2023-20198,Medium,2024-12-31,2026-05-31,Open,Tenable,6.0
VULN00000372,A0020935,CVE-2023-36884,Medium,2025-08-30,2026-05-31,Open,Defender Vulnerability Management,5.9
VULN00000373,A0013816,CVE-2024-3094,Medium,2025-02-14,2026-05-31,Open,Tenable,6.2
VULN00000374,A0016434,CVE-2024-3400,Medium,2024-11-10,2026-05-31,Open,Defender Vulnerability Management,4.7
VULN00000375,A0007121,CVE-2023-34362,Medium,2026-04-04,2026-05-31,Open,Defender Vulnerability Management,4.8
VULN00000376,A0009579,CVE-2024-3094,High,2025-02-27,2026-05-31,Open,Tenable,8.3
VULN00000377,A0021850,CVE-2024-21410,High,2024-10-30,2026-05-31,Closed,Qualys,7.5
VULN00000378,A0006318,CVE-2024-21410,Medium,2025-02-04,2026-05-31,In Remediation,Tenable,5.3
VULN00000379,A0004205,CVE-2023-34362,Low,2024-09-12,2026-05-31,Exception Approved,Qualys,3.1
VULN00000380,A0021787,CVE-2023-36884,Medium,2025-06-17,2026-05-31,Closed,Tenable,5.2
VULN00000381,A0014004,CVE-2024-3094,High,2025-10-29,2026-05-31,Closed,Tenable,7.7
VULN00000382,A0001590,CVE-2023-23397,High,2025-06-27,2026-05-31,Exception Approved,Tenable,7.9
VULN00000383,A0014676,CVE-2023-36884,Medium,2024-09-28,2026-05-31,Closed,Qualys,5.7
VULN00000384,A0011202,CVE-2024-21410,High,2024-03-10,2026-05-31,Open,Qualys,8.2
VULN00000385,A0004063,CVE-2024-3400,Medium,2024-01-30,2026-05-31,Closed,Defender Vulnerability Management,6.0
VULN00000386,A0015578,CVE-2022-30190,Critical,2025-04-05,2026-05-31,In Remediation,Tenable,9.9
VULN00000387,A0007785,CVE-2023-3519,Medium,2026-05-12,2026-05-31,Open,Qualys,5.4
VULN00000388,A0008441,CVE-2023-3519,Medium,2024-03-03,2026-05-31,Closed,Tenable,5.9
VULN00000389,A0015377,CVE-2023-20198,Medium,2025-02-28,2026-05-31,Open,Tenable,5.8
VULN00000390,A0017741,CVE-2023-34362,Medium,2026-04-02,2026-05-31,Closed,Defender Vulnerability Management,5.6
VULN00000391,A0006148,CVE-2022-30190,Medium,2026-04-12,2026-05-31,Exception Approved,Qualys,5.6
VULN00000392,A0018122,CVE-2024-3094,Low,2026-01-27,2026-05-31,Exception Approved,Tenable,2.9
VULN00000393,A0008726,CVE-2024-3094,Low,2024-06-13,2026-05-31,Open,Defender Vulnerability Management,2.6
VULN00000394,A0016297,CVE-2023-20198,Critical,2025-02-06,2026-05-31,Closed,Qualys,8.3
VULN00000395,A0017841,CVE-2023-3519,High,2026-04-17,2026-05-31,Open,Defender Vulnerability Management,7.3
VULN00000396,A0000205,CVE-2024-21410,Low,2025-02-15,2026-05-31,Closed,Qualys,2.5
VULN00000397,A0014005,CVE-2023-3519,High,2025-11-25,2026-05-31,In Remediation,Tenable,8.0
VULN00000398,A0019547,CVE-2023-36884,Critical,2025-09-01,2026-05-31,In Remediation,Defender Vulnerability Management,10.0
VULN00000399,A0015062,CVE-2023-20198,Low,2024-04-07,2026-05-31,Closed,Tenable,2.2
VULN00000400,A0009412,CVE-2023-3519,Low,2024-09-05,2026-05-31,Open,Tenable,1.9
VULN00000401,A0002101,CVE-2024-3400,High,2024-12-30,2026-05-31,Open,Defender Vulnerability Management,7.8
VULN00000402,A0017028,CVE-2023-23397,Critical,2025-03-11,2026-05-31,Closed,Tenable,8.7
VULN00000403,A0005241,CVE-2023-3519,Medium,2025-01-12,2026-05-31,In Remediation,Qualys,5.0
VULN00000404,A0019369,CVE-2024-21410,Low,2025-05-04,2026-05-31,Closed,Tenable,2.4
VULN00000405,A0018338,CVE-2023-3519,Low,2025-10-30,2026-05-31,Closed,Tenable,2.7
VULN00000406,A0000739,CVE-2022-30190,Medium,2025-09-17,2026-05-31,Closed,Defender Vulnerability Management,4.7
VULN00000407,A0000401,CVE-2023-23397,High,2025-04-04,2026-05-31,Open,Tenable,7.6
VULN00000408,A0007480,CVE-2024-3400,Medium,2025-05-10,2026-05-31,Closed,Tenable,5.8
VULN00000409,A0018194,CVE-2023-23397,Critical,2024-03-20,2026-05-31,Open,Qualys,8.9
VULN00000410,A0019110,CVE-2023-34362,High,2025-05-06,2026-05-31,Open,Tenable,7.3
VULN00000411,A0022672,CVE-2023-36884,High,2025-05-05,2026-05-31,Closed,Tenable,8.3
VULN00000412,A0012116,CVE-2024-3400,Medium,2024-07-23,2026-05-31,Closed,Tenable,6.4
VULN00000413,A0013499,CVE-2024-3094,High,2024-10-25,2026-05-31,Exception Approved,Tenable,7.7
VULN00000414,A0006785,CVE-2022-30190,Medium,2026-05-01,2026-05-31,In Remediation,Tenable,6.2
VULN00000415,A0009509,CVE-2021-44228,High,2025-03-15,2026-05-31,Open,Tenable,7.5
VULN00000416,A0023059,CVE-2023-3519,Medium,2024-01-06,2026-05-31,Closed,Tenable,5.1
VULN00000417,A0015994,CVE-2023-36884,High,2026-04-21,2026-05-31,Closed,Defender Vulnerability Management,9.2
VULN00000418,A0020481,CVE-2023-23397,High,2024-10-22,2026-05-31,Closed,Qualys,8.7
VULN00000419,A0015949,CVE-2022-30190,Medium,2024-03-29,2026-05-31,Open,Tenable,5.7
VULN00000420,A0017006,CVE-2023-3519,High,2024-09-28,2026-05-31,Open,Qualys,8.4
VULN00000421,A0023394,CVE-2023-23397,Medium,2024-03-12,2026-05-31,Open,Defender Vulnerability Management,5.8
VULN00000422,A0012529,CVE-2023-23397,Medium,2025-05-04,2026-05-31,Closed,Tenable,6.2
VULN00000423,A0004035,CVE-2023-20198,High,2025-04-14,2026-05-31,Closed,Qualys,8.8
VULN00000424,A0021774,CVE-2023-23397,Medium,2024-03-13,2026-05-31,Open,Qualys,5.9
VULN00000425,A0006095,CVE-2024-21410,Low,2024-01-17,2026-05-31,Open,Qualys,2.1
VULN00000426,A0013653,CVE-2023-20198,Medium,2024-12-25,2026-05-31,Closed,Qualys,6.3
VULN00000427,A0013777,CVE-2023-3519,High,2024-10-15,2026-05-31,Closed,Tenable,8.1
VULN00000428,A0017226,CVE-2023-3519,High,2025-11-04,2026-05-31,Closed,Qualys,8.2
VULN00000429,A0001237,CVE-2024-3094,Medium,2024-06-01,2026-05-31,Closed,Qualys,4.6
VULN00000430,A0021245,CVE-2022-30190,High,2025-06-01,2026-05-31,Open,Qualys,8.1
VULN00000431,A0014441,CVE-2021-44228,Critical,2024-12-12,2026-05-31,Open,Tenable,10.0
VULN00000432,A0006135,CVE-2023-34362,Medium,2025-03-19,2026-05-31,In Remediation,Tenable,4.9
VULN00000433,A0000579,CVE-2023-3519,Medium,2024-10-23,2026-05-31,Closed,Tenable,5.6
VULN00000434,A0023626,CVE-2024-21410,Medium,2024-10-08,2026-05-31,Closed,Tenable,6.1
VULN00000435,A0021707,CVE-2023-36884,Medium,2024-07-22,2026-05-31,Closed,Qualys,5.3
VULN00000436,A0017000,CVE-2022-30190,High,2025-04-02,2026-05-31,Exception Approved,Qualys,7.9
VULN00000437,A0006377,CVE-2023-36884,Medium,2025-08-10,2026-05-31,Exception Approved,Qualys,4.9
VULN00000438,A0017754,CVE-2024-3400,Low,2024-06-30,2026-05-31,Open,Defender Vulnerability Management,1.4
VULN00000439,A0008442,CVE-2023-36884,Medium,2024-11-08,2026-05-31,Closed,Tenable,5.8
VULN00000440,A0012174,CVE-2023-23397,High,2024-06-05,2026-05-31,Open,Defender Vulnerability Management,7.3
VULN00000441,A0015737,CVE-2023-20198,High,2025-12-17,2026-05-31,Closed,Tenable,7.8
VULN00000442,A0003187,CVE-2024-3094,High,2024-10-16,2026-05-31,Exception Approved,Qualys,8.7
VULN00000443,A0021415,CVE-2024-3094,Medium,2024-02-28,2026-05-31,Closed,Qualys,5.0
VULN00000444,A0004244,CVE-2021-44228,Medium,2024-10-22,2026-05-31,Open,Defender Vulnerability Management,5.9
VULN00000445,A0015031,CVE-2023-23397,Critical,2025-03-23,2026-05-31,Closed,Tenable,10.0
VULN00000446,A0011133,CVE-2024-21410,Critical,2026-01-16,2026-05-31,Closed,Tenable,8.3
VULN00000447,A0004887,CVE-2024-3400,Low,2026-04-04,2026-05-31,Closed,Tenable,2.8
VULN00000448,A0002970,CVE-2023-3519,Medium,2025-07-15,2026-05-31,Open,Qualys,5.8
VULN00000449,A0006636,CVE-2023-23397,Low,2024-04-08,2026-05-31,Exception Approved,Qualys,2.4
VULN00000450,A0010979,CVE-2023-23397,High,2024-04-29,2026-05-31,Closed,Tenable,7.9
VULN00000451,A0014133,CVE-2023-23397,Medium,2024-04-29,2026-05-31,Exception Approved,Qualys,5.4
VULN00000452,A0001255,CVE-2022-30190,Medium,2025-06-13,2026-05-31,Closed,Qualys,4.8
VULN00000453,A0019662,CVE-2024-3094,Critical,2025-02-11,2026-05-31,Open,Defender Vulnerability Management,9.8
VULN00000454,A0018497,CVE-2023-36884,Medium,2024-01-06,2026-05-31,In Remediation,Qualys,5.6
VULN00000455,A0016420,CVE-2023-23397,Critical,2024-05-08,2026-05-31,Closed,Defender Vulnerability Management,8.9
VULN00000456,A0003677,CVE-2023-36884,Low,2025-08-10,2026-05-31,Closed,Qualys,3.2
VULN00000457,A0008952,CVE-2021-44228,High,2025-03-17,2026-05-31,Closed,Tenable,7.3
VULN00000458,A0012754,CVE-2023-20198,Low,2026-02-04,2026-05-31,In Remediation,Tenable,2.7
VULN00000459,A0013063,CVE-2023-3519,High,2026-01-05,2026-05-31,Closed,Tenable,8.2
VULN00000460,A0002943,CVE-2023-23397,Low,2024-08-13,2026-05-31,Closed,Defender Vulnerability Management,1.5
VULN00000461,A0017076,CVE-2023-3519,Low,2024-12-02,2026-05-31,Closed,Tenable,2.8
VULN00000462,A0005911,CVE-2023-20198,Low,2024-01-17,2026-05-31,Open,Tenable,2.2
VULN00000463,A0016215,CVE-2024-3400,Medium,2024-05-17,2026-05-31,Open,Defender Vulnerability Management,6.7
VULN00000464,A0013408,CVE-2024-3094,Low,2026-01-19,2026-05-31,Closed,Tenable,2.3
VULN00000465,A0022577,CVE-2024-3400,Medium,2024-07-22,2026-05-31,Open,Qualys,4.4
VULN00000466,A0004073,CVE-2023-20198,High,2026-04-22,2026-05-31,Exception Approved,Tenable,6.9
VULN00000467,A0010595,CVE-2024-3094,High,2024-12-24,2026-05-31,Exception Approved,Qualys,8.5
VULN00000468,A0017760,CVE-2021-44228,High,2025-07-02,2026-05-31,Open,Qualys,7.8
VULN00000469,A0004797,CVE-2024-3400,Medium,2024-06-25,2026-05-31,Closed,Defender Vulnerability Management,6.0
VULN00000470,A0014843,CVE-2024-3094,Low,2025-05-01,2026-05-31,Closed,Tenable,2.1
VULN00000471,A0000712,CVE-2023-3519,Medium,2024-08-24,2026-05-31,Closed,Defender Vulnerability Management,5.6
VULN00000472,A0012046,CVE-2024-3094,Critical,2026-04-22,2026-05-31,Closed,Defender Vulnerability Management,10.0
VULN00000473,A0011800,CVE-2021-44228,High,2024-06-10,2026-05-31,Open,Tenable,7.9
VULN00000474,A0002498,CVE-2021-44228,Low,2024-02-22,2026-05-31,Closed,Tenable,2.3
VULN00000475,A0010989,CVE-2021-44228,Low,2025-10-11,2026-05-31,Open,Defender Vulnerability Management,3.7
VULN00000476,A0005947,CVE-2023-20198,Low,2024-08-30,2026-05-31,Closed,Tenable,2.1
VULN00000477,A0018341,CVE-2022-30190,High,2025-09-30,2026-05-31,Closed,Tenable,8.4
VULN00000478,A0000065,CVE-2023-34362,Medium,2024-09-22,2026-05-31,Closed,Tenable,6.2
VULN00000479,A0023277,CVE-2023-34362,High,2024-02-12,2026-05-31,Open,Qualys,8.0
VULN00000480,A0003468,CVE-2023-3519,Medium,2025-02-09,2026-05-31,Open,Qualys,4.7
VULN00000481,A0018526,CVE-2023-20198,Medium,2025-05-09,2026-05-31,Closed,Qualys,4.4
VULN00000482,A0016486,CVE-2023-20198,Low,2024-01-01,2026-05-31,Closed,Defender Vulnerability Management,2.4
VULN00000483,A0011883,CVE-2023-36884,Medium,2025-06-24,2026-05-31,Closed,Tenable,5.8
VULN00000484,A0018855,CVE-2022-30190,Medium,2024-05-15,2026-05-31,Closed,Qualys,5.3
VULN00000485,A0005983,CVE-2024-3400,High,2024-05-28,2026-05-31,In Remediation,Defender Vulnerability Management,8.7
VULN00000486,A0000390,CVE-2024-3094,High,2025-09-23,2026-05-31,Closed,Tenable,8.6
VULN00000487,A0011812,CVE-2024-3094,Medium,2024-03-21,2026-05-31,Closed,Tenable,5.3
VULN00000488,A0007481,CVE-2023-34362,High,2024-11-01,2026-05-31,Exception Approved,Tenable,7.5
VULN00000489,A0008481,CVE-2024-21410,Low,2026-03-09,2026-05-31,Closed,Tenable,2.1
VULN00000490,A0018969,CVE-2022-30190,Low,2024-09-20,2026-05-31,Closed,Defender Vulnerability Management,2.1
VULN00000491,A0007316,CVE-2023-20198,Medium,2024-04-29,2026-05-31,In Remediation,Tenable,5.9
