Remediation_ID,Asset_ID,Business_Unit_ID,Remediation_Type,Priority,Assigned_Team,Target_Completion_Date,Actual_Completion_Date,Remediation_Status,Remediation_Cost,Risk_Reduction_Category
REM-000207,A0000207,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-14,2026-10-11,Completed,1504.02,Lifecycle
REM-000208,A0000208,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-03-24,,In Progress,1154.44,Lifecycle + Cyber
REM-000209,A0000209,BU006,Endpoint Refresh,P4 - Planned,End User Computing,2027-05-23,2027-06-08,Completed,1402.08,Lifecycle
REM-000210,A0000210,BU001,Endpoint Refresh,P2 - High,End User Computing,2026-11-09,,In Progress,1413.95,Lifecycle + Cyber
REM-000211,A0000211,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-07-05,,Not Started,1353.58,Lifecycle
REM-000212,A0000212,BU003,Endpoint Refresh,P4 - Planned,End User Computing,2026-12-17,,In Progress,2287.97,Lifecycle
REM-000213,A0000213,BU007,Endpoint Refresh,P3 - Medium,End User Computing,2026-12-18,,Not Started,2565.0,Lifecycle + Cyber
REM-000214,A0000214,BU006,Endpoint Refresh,P2 - High,End User Computing,2026-09-26,,Not Started,1509.95,Lifecycle + Cyber
REM-000215,A0000215,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-12-12,,Not Started,1479.5,Lifecycle + Cyber
REM-000216,A0000216,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2027-02-19,,In Progress,1299.59,Lifecycle
REM-000217,A0000217,BU009,Endpoint Refresh,P2 - High,End User Computing,2026-09-30,,In Progress,1315.07,Lifecycle
REM-000218,A0000218,BU001,Endpoint Refresh,P2 - High,End User Computing,2026-08-11,,Not Started,1399.62,Lifecycle
REM-000219,A0000219,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2026-09-30,2026-08-31,Completed,1382.79,Lifecycle + Cyber
REM-000220,A0000220,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-07-03,2027-07-27,Completed,1384.42,Lifecycle
REM-000221,A0000221,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-01-17,2027-01-11,Completed,2074.71,Lifecycle
REM-000222,A0000222,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-08,2026-11-11,Completed,1562.31,Lifecycle
REM-000223,A0000223,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-09-11,,Deferred,1395.5,Lifecycle
REM-000224,A0000224,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2027-07-08,,Not Started,1902.34,Lifecycle
REM-000225,A0000225,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-12-07,,In Progress,1846.29,Lifecycle
REM-000226,A0000226,BU003,Endpoint Refresh,P4 - Planned,End User Computing,2027-11-08,,Not Started,1258.13,Lifecycle
REM-000227,A0000227,BU007,Endpoint Refresh,P4 - Planned,End User Computing,2027-09-14,,Not Started,1371.33,Lifecycle
REM-000228,A0000228,BU006,Endpoint Refresh,P2 - High,End User Computing,2026-09-21,,In Progress,1464.44,Lifecycle + Cyber
REM-000229,A0000229,BU004,Endpoint Refresh,P4 - Planned,End User Computing,2027-01-21,,Deferred,1823.99,Lifecycle
REM-000230,A0000230,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-03-10,,Not Started,1296.12,Lifecycle
REM-000231,A0000231,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-12-10,2026-10-14,Completed,1620.6,Lifecycle
REM-000232,A0000232,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-01,,In Progress,1545.29,Lifecycle
REM-000233,A0000233,BU003,Endpoint Refresh,P4 - Planned,End User Computing,2027-11-16,,Deferred,1675.15,Lifecycle
REM-000234,A0000234,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-03-06,,Not Started,1583.29,Lifecycle
REM-000235,A0000235,BU001,Endpoint Refresh,P2 - High,End User Computing,2026-08-09,,Not Started,1506.59,Lifecycle
REM-000236,A0000236,BU005,Endpoint Refresh,P2 - High,End User Computing,2026-08-27,,Not Started,1305.66,Lifecycle
REM-000237,A0000237,BU008,Endpoint Refresh,P4 - Planned,End User Computing,2026-12-10,2026-11-13,Completed,1415.81,Lifecycle
REM-000238,A0000238,BU004,Endpoint Refresh,P3 - Medium,End User Computing,2026-10-24,,In Progress,1395.8,Lifecycle
REM-000239,A0000239,BU001,Endpoint Refresh,P2 - High,End User Computing,2026-10-27,,Not Started,1461.52,Lifecycle
REM-000240,A0000240,BU003,Endpoint Refresh,P3 - Medium,End User Computing,2027-03-28,2027-04-19,Completed,1557.49,Lifecycle
REM-000241,A0000241,BU004,Endpoint Refresh,P4 - Planned,End User Computing,2027-02-19,,Not Started,1487.08,Lifecycle
REM-000242,A0000242,BU001,Endpoint Refresh,P2 - High,End User Computing,2026-08-30,,In Progress,1180.78,Lifecycle
REM-000243,A0000243,BU006,Endpoint Refresh,P4 - Planned,End User Computing,2027-07-28,,In Progress,1898.78,Lifecycle
REM-000244,A0000244,BU004,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-29,,In Progress,1423.47,Lifecycle
REM-000245,A0000245,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2027-02-20,2027-03-02,Completed,1328.0,Lifecycle
REM-000246,A0000246,BU001,Endpoint Refresh,P2 - High,End User Computing,2026-11-10,,In Progress,1314.49,Lifecycle
REM-000247,A0000247,BU006,Endpoint Refresh,P4 - Planned,End User Computing,2027-06-12,2027-07-02,Completed,1571.67,Lifecycle
REM-000248,A0000248,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-03-13,2027-02-12,Completed,2532.16,Lifecycle
REM-000249,A0000249,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-02-06,,Not Started,1327.02,Lifecycle + Cyber
REM-000250,A0000250,BU010,Endpoint Refresh,P2 - High,End User Computing,2026-11-27,,In Progress,1172.89,Lifecycle + Cyber
REM-000251,A0000251,BU003,Endpoint Refresh,P2 - High,End User Computing,2026-08-21,,In Progress,1425.12,Lifecycle
REM-000252,A0000252,BU005,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-31,,In Progress,1514.8,Lifecycle
REM-000253,A0000253,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-20,,Not Started,1172.03,Lifecycle
REM-000254,A0000254,BU003,Endpoint Refresh,P2 - High,End User Computing,2026-09-28,,In Progress,1194.45,Lifecycle
REM-000255,A0000255,BU004,Endpoint Refresh,P3 - Medium,End User Computing,2027-02-11,2026-12-14,Completed,1540.38,Lifecycle
REM-000256,A0000256,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-02,,In Progress,1526.56,Lifecycle
REM-000257,A0000257,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-03-30,,Deferred,2554.26,Lifecycle
REM-000258,A0000258,BU004,Endpoint Refresh,P2 - High,End User Computing,2026-11-25,,In Progress,1726.74,Lifecycle + Cyber
REM-000259,A0000259,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-12-06,2026-11-27,Completed,1731.81,Lifecycle
REM-000260,A0000260,BU003,Endpoint Refresh,P4 - Planned,End User Computing,2027-03-24,,In Progress,2548.05,Lifecycle
REM-000261,A0000261,BU005,Endpoint Refresh,P4 - Planned,End User Computing,2027-07-08,,In Progress,2262.8,Lifecycle
REM-000262,A0000262,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-07-20,2027-06-17,Completed,2170.1,Lifecycle
REM-000263,A0000263,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2026-12-16,,Not Started,1273.1,Lifecycle
REM-000264,A0000264,BU005,Endpoint Refresh,P4 - Planned,End User Computing,2027-02-25,,In Progress,1847.13,Lifecycle + Cyber
REM-000265,A0000265,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-04-10,,In Progress,1498.36,Lifecycle
REM-000266,A0000266,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-02-19,,Deferred,1692.15,Lifecycle + Cyber
REM-000267,A0000267,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-03-12,,Not Started,1680.79,Lifecycle + Cyber
REM-000268,A0000268,BU006,Endpoint Refresh,P2 - High,End User Computing,2026-08-19,2026-08-10,Completed,1207.09,Lifecycle
REM-000269,A0000269,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-12-15,,In Progress,1513.17,Lifecycle
REM-000270,A0000270,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-21,,In Progress,1365.05,Lifecycle
REM-000271,A0000271,BU001,Endpoint Refresh,P2 - High,End User Computing,2026-10-27,,Exception Approved,1184.95,Lifecycle
REM-000272,A0000272,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-10-23,2026-10-15,Completed,1284.29,Lifecycle
REM-000273,A0000273,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2026-10-14,,In Progress,1431.9,Lifecycle
REM-000274,A0000274,BU006,Endpoint Refresh,P3 - Medium,End User Computing,2027-04-25,2027-03-06,Completed,1511.49,Lifecycle
REM-000275,A0000275,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-06,2027-05-09,Completed,1389.05,Lifecycle
REM-000276,A0000276,BU001,Endpoint Refresh,P2 - High,End User Computing,2026-09-27,,In Progress,1321.65,Lifecycle
REM-000277,A0000277,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-01-02,2026-11-29,Completed,1655.28,Lifecycle
REM-000278,A0000278,BU003,Endpoint Refresh,P2 - High,End User Computing,2026-08-12,2026-06-23,Completed,1555.59,Lifecycle + Cyber
REM-000279,A0000279,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2027-05-28,2027-05-05,Completed,1454.13,Lifecycle
REM-000280,A0000280,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-01-12,,Not Started,1459.35,Lifecycle
REM-000281,A0000281,BU008,Endpoint Refresh,P4 - Planned,End User Computing,2027-06-30,2027-05-23,Completed,1344.67,Lifecycle
REM-000282,A0000282,BU005,Endpoint Refresh,P2 - High,End User Computing,2026-09-08,,In Progress,1290.39,Lifecycle
REM-000283,A0000283,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-23,,Not Started,1142.0,Lifecycle
REM-000284,A0000284,BU003,Endpoint Refresh,P2 - High,End User Computing,2026-11-11,,In Progress,1224.77,Lifecycle
REM-000285,A0000285,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-03-22,2027-02-19,Completed,1678.04,Lifecycle
REM-000286,A0000286,BU010,Endpoint Refresh,P3 - Medium,End User Computing,2026-10-31,2026-11-24,Completed,1135.95,Lifecycle
REM-000287,A0000287,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-13,2026-11-17,Completed,1209.57,Lifecycle
REM-000288,A0000288,BU003,Endpoint Refresh,P4 - Planned,End User Computing,2027-07-08,,In Progress,2450.09,Lifecycle
REM-000289,A0000289,BU006,Endpoint Refresh,P3 - Medium,End User Computing,2027-01-27,,Not Started,1423.68,Lifecycle
REM-000290,A0000290,BU010,Endpoint Refresh,P4 - Planned,End User Computing,2026-11-28,,In Progress,1229.24,Lifecycle
REM-000291,A0000291,BU004,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-30,,Not Started,1456.79,Lifecycle
REM-000292,A0000292,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-04-26,,Not Started,1335.42,Lifecycle + Cyber
REM-000293,A0000293,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-09,,In Progress,1652.03,Lifecycle + Cyber
REM-000294,A0000294,BU003,Endpoint Refresh,P4 - Planned,End User Computing,2027-11-16,,Not Started,2275.05,Lifecycle
REM-000295,A0000295,BU001,Endpoint Refresh,P2 - High,End User Computing,2026-08-12,,Not Started,1248.75,Lifecycle
REM-000296,A0000296,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2027-02-22,,In Progress,1433.96,Lifecycle
REM-000297,A0000297,BU004,Endpoint Refresh,P2 - High,End User Computing,2026-11-11,2026-09-14,Completed,1296.12,Lifecycle + Cyber
REM-000298,A0000298,BU004,Endpoint Refresh,P4 - Planned,End User Computing,2027-08-06,2027-06-22,Completed,1489.12,Lifecycle
REM-000299,A0000299,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2027-03-15,,In Progress,1285.44,Lifecycle
REM-000300,A0000300,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-08-19,,Not Started,2452.43,Lifecycle + Cyber
REM-000301,A0000301,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2027-04-06,2027-02-18,Completed,1641.1,Lifecycle + Cyber
REM-000302,A0000302,BU001,Endpoint Refresh,P2 - High,End User Computing,2026-11-03,2026-10-20,Completed,1531.01,Lifecycle
REM-000303,A0000303,BU006,Endpoint Refresh,P2 - High,End User Computing,2026-11-18,2026-09-20,Completed,1531.48,Lifecycle
REM-000304,A0000304,BU009,Endpoint Refresh,P4 - Planned,End User Computing,2027-04-15,,In Progress,2647.86,Lifecycle
REM-000305,A0000305,BU008,Endpoint Refresh,P4 - Planned,End User Computing,2027-01-11,,Not Started,1417.68,Lifecycle
REM-000306,A0000306,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-11,,In Progress,1325.51,Lifecycle
REM-000307,A0000307,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-12-04,,In Progress,1424.67,Lifecycle
REM-000308,A0000308,BU006,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-26,,In Progress,1176.61,Lifecycle + Cyber
REM-000309,A0000309,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2027-09-24,,In Progress,1302.42,Lifecycle
REM-000310,A0000310,BU004,Endpoint Refresh,P2 - High,End User Computing,2026-11-08,,Not Started,1392.32,Lifecycle
REM-000311,A0000311,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-29,,In Progress,1263.66,Lifecycle
REM-000312,A0000312,BU008,Endpoint Refresh,P4 - Planned,End User Computing,2027-06-06,,In Progress,2435.11,Lifecycle
REM-000313,A0000313,BU009,Endpoint Refresh,P3 - Medium,End User Computing,2027-03-25,,In Progress,1469.2,Lifecycle
REM-000314,A0000314,BU001,Endpoint Refresh,P2 - High,End User Computing,2026-11-18,,In Progress,1174.54,Lifecycle
REM-000315,A0000315,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2027-05-31,,Not Started,1359.36,Lifecycle
REM-000316,A0000316,BU004,Endpoint Refresh,P4 - Planned,End User Computing,2027-10-31,,In Progress,1551.29,Lifecycle
REM-000317,A0000317,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-10-21,,In Progress,1418.46,Lifecycle + Cyber
REM-000318,A0000318,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-12-25,2027-01-21,Completed,1187.45,Lifecycle + Cyber
REM-000319,A0000319,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-12,2027-05-30,Completed,1675.51,Lifecycle
REM-000320,A0000320,BU006,Endpoint Refresh,P4 - Planned,End User Computing,2027-03-30,2027-03-12,Completed,2542.37,Lifecycle
REM-000321,A0000321,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-07-17,,Not Started,1358.2,Lifecycle
REM-000322,A0000322,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2026-12-30,,In Progress,1380.9,Lifecycle + Cyber
REM-000323,A0000323,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-19,,Not Started,1347.47,Lifecycle
REM-000324,A0000324,BU001,Endpoint Refresh,P2 - High,End User Computing,2026-10-06,,Not Started,1485.07,Lifecycle
REM-000325,A0000325,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2027-05-27,,Not Started,1244.4,Lifecycle
REM-000326,A0000326,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-01-01,,Not Started,2084.9,Lifecycle
REM-000327,A0000327,BU007,Endpoint Refresh,P4 - Planned,End User Computing,2027-11-17,,Deferred,1431.83,Lifecycle
REM-000328,A0000328,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2026-12-29,,Not Started,1263.12,Lifecycle
REM-000329,A0000329,BU004,Endpoint Refresh,P3 - Medium,End User Computing,2026-12-22,2026-12-17,Completed,1328.35,Lifecycle
REM-000330,A0000330,BU003,Endpoint Refresh,P3 - Medium,End User Computing,2026-09-30,,In Progress,1684.76,Lifecycle
REM-000331,A0000331,BU010,Endpoint Refresh,P4 - Planned,End User Computing,2027-07-01,,In Progress,1575.89,Lifecycle
REM-000332,A0000332,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2026-12-26,,In Progress,1405.07,Lifecycle + Cyber
REM-000333,A0000333,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-01-02,2026-12-01,Completed,1442.83,Lifecycle
REM-000334,A0000334,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-07-31,,Deferred,1258.67,Lifecycle
REM-000335,A0000335,BU009,Endpoint Refresh,P4 - Planned,End User Computing,2027-05-16,2027-05-24,Completed,1490.7,Lifecycle
REM-000336,A0000336,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-05-18,2027-04-06,Completed,1237.62,Lifecycle
REM-000337,A0000337,BU001,Endpoint Refresh,P2 - High,End User Computing,2026-08-05,,In Progress,1264.44,Lifecycle
REM-000338,A0000338,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-01-21,2026-11-22,Completed,1460.77,Lifecycle
REM-000339,A0000339,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2027-01-24,,In Progress,1350.36,Lifecycle
REM-000340,A0000340,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-24,2026-10-17,Completed,1277.3,Lifecycle
REM-000341,A0000341,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-12-11,,Not Started,1671.07,Lifecycle
REM-000342,A0000342,BU004,Endpoint Refresh,P3 - Medium,End User Computing,2027-05-01,,Deferred,1468.83,Lifecycle
REM-000343,A0000343,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-02-19,,Deferred,1360.94,Lifecycle + Cyber
REM-000344,A0000344,BU003,Endpoint Refresh,P4 - Planned,End User Computing,2026-12-22,2026-11-12,Completed,1529.8,Lifecycle
REM-000345,A0000345,BU009,Endpoint Refresh,P3 - Medium,End User Computing,2027-02-11,,Not Started,1555.4,Lifecycle
REM-000346,A0000346,BU006,Endpoint Refresh,P3 - Medium,End User Computing,2027-02-03,,In Progress,1407.82,Lifecycle + Cyber
REM-000347,A0000347,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2027-01-25,2026-12-05,Completed,1754.91,Lifecycle
REM-000348,A0000348,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-04-25,,In Progress,1425.19,Lifecycle
REM-000349,A0000349,BU009,Endpoint Refresh,P3 - Medium,End User Computing,2027-04-21,,In Progress,2559.45,Lifecycle + Cyber
REM-000350,A0000350,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-01-05,,Not Started,1245.28,Lifecycle + Cyber
REM-000351,A0000351,BU005,Endpoint Refresh,P4 - Planned,End User Computing,2027-04-23,,Not Started,1496.19,Lifecycle
REM-000352,A0000352,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-10-27,2026-10-02,Completed,2615.13,Lifecycle + Cyber
REM-000353,A0000353,BU002,Endpoint Refresh,P4 - Planned,End User Computing,2027-03-02,2027-03-01,Completed,2359.71,Lifecycle
REM-000354,A0000354,BU002,Endpoint Refresh,P3 - Medium,End User Computing,2027-01-07,2027-01-26,Completed,1536.8,Lifecycle + Cyber
REM-000355,A0000355,BU006,Endpoint Refresh,P3 - Medium,End User Computing,2027-03-21,,Not Started,1492.52,Lifecycle
REM-000356,A0000356,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-03-24,,In Progress,1210.68,Lifecycle + Cyber
REM-000357,A0000357,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-28,2026-10-02,Completed,1493.23,Lifecycle + Cyber
REM-000358,A0000358,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-10-31,,Not Started,2403.37,Lifecycle
REM-000359,A0000359,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-05-08,,In Progress,2415.55,Lifecycle
REM-000360,A0000360,BU003,Endpoint Refresh,P2 - High,End User Computing,2026-10-02,,In Progress,1217.96,Lifecycle
REM-000361,A0000361,BU009,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-11,2026-12-07,Completed,1293.71,Lifecycle
REM-000362,A0000362,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2026-11-03,,Deferred,1530.09,Lifecycle
REM-000363,A0000363,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-01-24,2026-12-09,Completed,2089.36,Lifecycle
REM-000364,A0000364,BU001,Endpoint Refresh,P4 - Planned,End User Computing,2027-02-26,2027-01-11,Completed,1336.54,Lifecycle
REM-000365,A0000365,BU004,Endpoint Refresh,P2 - High,End User Computing,2026-11-17,,In Progress,1339.27,Lifecycle
REM-000366,A0000366,BU007,Endpoint Refresh,P4 - Planned,End User Computing,2027-06-05,,In Progress,2190.58,Lifecycle
REM-000367,A0000367,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-02-05,,Deferred,1467.86,Lifecycle + Cyber
REM-000368,A0000368,BU001,Endpoint Refresh,P1 - Critical,End User Computing,2026-07-13,,In Progress,1225.65,Lifecycle + Cyber
REM-000369,A0000369,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-01-21,,Not Started,1443.6,Lifecycle
REM-000370,A0000370,BU004,Endpoint Refresh,P4 - Planned,End User Computing,2027-10-28,2027-09-29,Completed,1515.3,Lifecycle
REM-000371,A0000371,BU001,Endpoint Refresh,P2 - High,End User Computing,2026-08-05,,In Progress,1458.88,Lifecycle
REM-000372,A0000372,BU001,Endpoint Refresh,P3 - Medium,End User Computing,2027-03-31,2027-02-18,Completed,1482.82,Lifecycle + Cyber
