Incident_ID,Asset_ID,Incident_Date,Incident_Type,Severity,Downtime_Hours,Root_Cause,Status
INC-00000302,AST-0019210,2025-12-29,Network Outage,Critical,10.63,Hardware Aging,Resolved
INC-00000303,AST-0012313,2026-05-05,Security Alert,High,2.7,Security Vulnerability,Closed
INC-00000304,AST-0019917,2025-02-15,Patch Failure,Medium,2.04,Configuration Drift,Closed
INC-00000305,AST-0015701,2025-09-29,OS Issue,Medium,4.7,Configuration Drift,Resolved
INC-00000306,AST-0003793,2024-10-05,Hardware Failure,Medium,1.51,Hardware Aging,Closed
INC-00000307,AST-0001420,2026-02-22,Storage Alert,Medium,0.16,Vendor Bug,Closed
INC-00000308,AST-0012816,2025-07-25,Application Error,Low,0.97,Unsupported Software,Problem Created
INC-00000309,AST-0016799,2024-04-07,Patch Failure,Low,1.44,Unsupported Software,Resolved
INC-00000310,AST-0017864,2024-09-10,Hardware Failure,Medium,1.67,Unknown,Resolved
INC-00000311,AST-0011363,2023-12-08,Network Outage,Low,0,Unknown,Closed
INC-00000312,AST-0017484,2024-08-25,Application Error,Medium,0.86,Capacity Issue,Resolved
INC-00000313,AST-0017158,2025-12-18,Network Outage,Medium,0.49,Unsupported Software,Resolved
INC-00000314,AST-0004424,2025-10-16,Network Outage,Medium,0.49,User Error,Resolved
INC-00000315,AST-0016686,2025-06-07,Security Alert,Low,2.63,User Error,Resolved
INC-00000316,AST-0020604,2023-10-26,Hardware Failure,High,2.4,Unsupported Software,Resolved
INC-00000317,AST-0011098,2026-05-02,Application Error,Low,0,Unknown,Problem Created
INC-00000318,AST-0007544,2024-04-02,Patch Failure,Low,0,Security Vulnerability,Resolved
INC-00000319,AST-0011761,2023-10-16,Application Error,Low,0,User Error,Open
INC-00000320,AST-0003215,2025-12-29,Application Error,Medium,2.36,Unknown,Problem Created
INC-00000321,AST-0023464,2024-12-04,OS Issue,Low,0.89,User Error,Resolved
INC-00000322,AST-0022901,2023-11-03,Hardware Failure,Low,1.12,Unsupported Software,Resolved
INC-00000323,AST-0016297,2025-04-25,Security Alert,Medium,0,Vendor Bug,Closed
INC-00000324,AST-0012334,2024-02-01,OS Issue,Low,0,Vendor Bug,Closed
INC-00000325,AST-0003114,2024-05-02,Performance Degradation,Low,1.21,Vendor Bug,Open
INC-00000326,AST-0018199,2026-05-05,Network Outage,Low,0,Configuration Drift,Closed
INC-00000327,AST-0013871,2024-08-31,Application Error,Medium,0.5,Security Vulnerability,Resolved
INC-00000328,AST-0012142,2024-05-16,Application Error,High,3.98,Configuration Drift,Resolved
INC-00000329,AST-0004883,2025-01-04,Application Error,Medium,1.32,Vendor Bug,Closed
INC-00000330,AST-0001126,2025-10-04,Patch Failure,Medium,1.86,Unsupported Software,Closed
INC-00000331,AST-0006975,2023-11-29,Patch Failure,Medium,0.72,Unsupported Software,Open
INC-00000332,AST-0017464,2024-01-27,Application Error,High,6.12,Vendor Bug,Resolved
INC-00000333,AST-0014985,2024-03-29,Network Outage,Medium,1.41,User Error,Resolved
INC-00000334,AST-0006957,2024-09-05,Security Alert,High,4.72,User Error,Resolved
INC-00000335,AST-0016798,2024-09-05,Storage Alert,Low,0,Unsupported Software,Problem Created
INC-00000336,AST-0013499,2023-10-10,Performance Degradation,Low,0,User Error,Closed
INC-00000337,AST-0023517,2025-07-29,Performance Degradation,Medium,3.86,Security Vulnerability,Open
INC-00000338,AST-0000092,2023-09-18,Network Outage,Critical,10.44,Hardware Aging,Open
INC-00000339,AST-0008439,2026-04-03,Storage Alert,Low,0,Configuration Drift,Resolved
INC-00000340,AST-0020961,2026-05-11,OS Issue,High,4.1,Vendor Bug,Problem Created
INC-00000341,AST-0017811,2025-02-22,Storage Alert,High,6.41,Hardware Aging,Open
INC-00000342,AST-0016250,2024-02-12,OS Issue,High,4.96,Hardware Aging,Closed
INC-00000343,AST-0000729,2024-06-25,Storage Alert,Medium,0.85,Unsupported Software,Problem Created
INC-00000344,AST-0004245,2024-10-31,Patch Failure,Medium,1.7,Security Vulnerability,Problem Created
INC-00000345,AST-0003427,2025-03-28,OS Issue,Low,0.0,Configuration Drift,Open
INC-00000346,AST-0012310,2023-12-17,Security Alert,Low,0.67,Configuration Drift,Problem Created
INC-00000347,AST-0012278,2024-01-29,Patch Failure,Medium,1.08,Unknown,Resolved
INC-00000348,AST-0022302,2025-04-22,Patch Failure,Low,0.29,Unknown,Resolved
INC-00000349,AST-0020915,2024-08-27,Hardware Failure,Low,0,Configuration Drift,Closed
INC-00000350,AST-0012769,2025-09-22,Patch Failure,High,3.05,Capacity Issue,Problem Created
INC-00000351,AST-0002727,2023-08-06,Storage Alert,Low,2.74,Configuration Drift,Resolved
INC-00000352,AST-0005345,2024-04-01,Network Outage,Medium,0.26,User Error,Open
INC-00000353,AST-0019632,2023-12-10,Network Outage,Low,0,User Error,Closed
INC-00000354,AST-0008350,2024-09-13,OS Issue,Low,3.88,Security Vulnerability,Resolved
INC-00000355,AST-0023035,2024-06-02,Patch Failure,High,4.42,Unsupported Software,Closed
INC-00000356,AST-0009162,2024-07-04,Network Outage,High,2.67,Security Vulnerability,Open
INC-00000357,AST-0021859,2024-05-12,Network Outage,Low,2.99,Security Vulnerability,Open
INC-00000358,AST-0000215,2025-04-04,Performance Degradation,Medium,4.11,Configuration Drift,Resolved
INC-00000359,AST-0023281,2025-10-07,Performance Degradation,Low,1.98,Capacity Issue,Resolved
INC-00000360,AST-0023391,2023-10-27,Performance Degradation,Medium,3.25,Unknown,Resolved
INC-00000361,AST-0018170,2025-07-12,Hardware Failure,High,3.52,Capacity Issue,Resolved
INC-00000362,AST-0022959,2023-07-20,Application Error,Medium,1.2,Unsupported Software,Problem Created
INC-00000363,AST-0011983,2026-02-15,Application Error,Low,0,Hardware Aging,Resolved
INC-00000364,AST-0019443,2024-11-18,Hardware Failure,Low,0.88,Hardware Aging,Resolved
INC-00000365,AST-0009378,2025-11-12,Storage Alert,Medium,0.81,User Error,Closed
INC-00000366,AST-0013751,2023-12-13,OS Issue,High,2.54,Unknown,Resolved
INC-00000367,AST-0006929,2026-05-01,Security Alert,Medium,1.38,Capacity Issue,Resolved
INC-00000368,AST-0015630,2025-09-18,OS Issue,Critical,9.09,Configuration Drift,Resolved
INC-00000369,AST-0008681,2024-06-19,Application Error,Medium,1.34,Unknown,Open
INC-00000370,AST-0011021,2026-01-27,Storage Alert,Medium,1.24,Unsupported Software,Problem Created
INC-00000371,AST-0004199,2023-07-07,OS Issue,Medium,0,Configuration Drift,Open
INC-00000372,AST-0006192,2025-10-11,Network Outage,Low,0,Hardware Aging,Resolved
INC-00000373,AST-0001323,2025-12-24,Network Outage,High,3.81,Configuration Drift,Open
INC-00000374,AST-0010939,2025-01-04,OS Issue,High,0.4,Capacity Issue,Closed
INC-00000375,AST-0009372,2023-06-07,OS Issue,Medium,0.65,Capacity Issue,Closed
INC-00000376,AST-0001895,2024-07-10,Security Alert,Medium,0,Hardware Aging,Open
INC-00000377,AST-0003429,2026-02-12,Patch Failure,Critical,13.82,Unknown,Open
INC-00000378,AST-0014766,2024-08-06,OS Issue,Low,2.96,Unknown,Closed
INC-00000379,AST-0016489,2024-04-29,Hardware Failure,Medium,0,User Error,Problem Created
INC-00000380,AST-0012597,2024-12-17,Security Alert,Low,0.2,Hardware Aging,Problem Created
INC-00000381,AST-0002299,2026-04-15,Performance Degradation,Medium,1.54,Security Vulnerability,Resolved
INC-00000382,AST-0012242,2023-07-04,Security Alert,Critical,12.99,Capacity Issue,Closed
INC-00000383,AST-0000538,2026-02-25,Hardware Failure,Low,0,Unsupported Software,Resolved
INC-00000384,AST-0010338,2025-06-19,Performance Degradation,Critical,10.26,Capacity Issue,Problem Created
INC-00000385,AST-0022475,2024-03-26,Storage Alert,High,2.68,User Error,Resolved
INC-00000386,AST-0014989,2025-09-21,OS Issue,High,3.37,Vendor Bug,Closed
INC-00000387,AST-0013275,2026-03-22,Patch Failure,Low,1.47,User Error,Problem Created
INC-00000388,AST-0020599,2024-02-19,Hardware Failure,Medium,1.22,Unsupported Software,Open
INC-00000389,AST-0021774,2024-12-07,Patch Failure,Medium,0,Unknown,Resolved
INC-00000390,AST-0014649,2025-03-11,Application Error,High,6.09,Unsupported Software,Closed
INC-00000391,AST-0007865,2024-11-08,Application Error,Medium,0,Capacity Issue,Problem Created
INC-00000392,AST-0008274,2024-01-19,Performance Degradation,Critical,10.95,Unknown,Open
INC-00000393,AST-0015715,2026-03-27,Performance Degradation,High,4.51,Configuration Drift,Problem Created
INC-00000394,AST-0021290,2024-02-04,Performance Degradation,Critical,11.06,Unknown,Closed
INC-00000395,AST-0022594,2025-01-31,Application Error,Low,1.07,Unsupported Software,Problem Created
INC-00000396,AST-0002604,2023-08-19,Network Outage,High,3.75,Vendor Bug,Resolved
INC-00000397,AST-0016771,2024-01-26,Hardware Failure,High,3.71,Capacity Issue,Resolved
INC-00000398,AST-0010663,2023-11-10,Patch Failure,Medium,1.22,Unsupported Software,Resolved
INC-00000399,AST-0011766,2026-01-03,Storage Alert,Medium,0,User Error,Resolved
INC-00000400,AST-0021516,2025-12-14,Network Outage,Low,1.51,Unsupported Software,Resolved
INC-00000401,AST-0015456,2025-02-21,Performance Degradation,Critical,11.03,User Error,Resolved
INC-00000402,AST-0000825,2025-04-10,Storage Alert,Low,0,Configuration Drift,Open
INC-00000403,AST-0020541,2025-07-04,Application Error,Low,0.42,Vendor Bug,Resolved
INC-00000404,AST-0007005,2024-04-10,Network Outage,Low,0,Capacity Issue,Closed
INC-00000405,AST-0007748,2023-11-26,Performance Degradation,Critical,12.37,Unsupported Software,Closed
INC-00000406,AST-0004734,2024-06-11,Security Alert,Low,0,Unsupported Software,Closed
INC-00000407,AST-0004131,2024-07-16,OS Issue,Medium,2.53,Unknown,Open
INC-00000408,AST-0002066,2023-11-06,Security Alert,Low,0,Unsupported Software,Problem Created
INC-00000409,AST-0008235,2023-10-05,Application Error,Low,1.99,Unsupported Software,Resolved
INC-00000410,AST-0006576,2026-03-20,Storage Alert,Critical,9.47,Unsupported Software,Resolved
INC-00000411,AST-0009426,2025-08-01,Application Error,Low,0,Capacity Issue,Problem Created
INC-00000412,AST-0007868,2023-06-08,Network Outage,Low,0.01,Vendor Bug,Resolved
INC-00000413,AST-0014500,2025-10-07,Storage Alert,Critical,13.04,Configuration Drift,Resolved
INC-00000414,AST-0007470,2024-10-29,Security Alert,Medium,1.99,Unknown,Resolved
INC-00000415,AST-0016167,2024-05-18,Storage Alert,High,3.75,User Error,Closed
INC-00000416,AST-0006691,2024-09-29,Application Error,Critical,13.75,User Error,Problem Created
INC-00000417,AST-0010043,2023-10-06,Network Outage,Medium,1.91,Configuration Drift,Resolved
INC-00000418,AST-0002589,2025-11-11,Patch Failure,Low,0,Hardware Aging,Open
INC-00000419,AST-0002372,2025-06-26,Patch Failure,High,3.85,Capacity Issue,Closed
INC-00000420,AST-0021550,2026-02-22,Application Error,Critical,12.57,Vendor Bug,Resolved
INC-00000421,AST-0003858,2024-04-04,Application Error,High,4.71,Hardware Aging,Resolved
INC-00000422,AST-0018350,2025-02-18,Security Alert,High,6.64,Vendor Bug,Open
INC-00000423,AST-0006286,2025-02-15,Application Error,High,4.03,Vendor Bug,Resolved
INC-00000424,AST-0006618,2024-03-01,OS Issue,Medium,0.69,User Error,Resolved
INC-00000425,AST-0011264,2023-10-03,Storage Alert,High,4.4,Unsupported Software,Resolved
INC-00000426,AST-0017740,2024-07-15,Storage Alert,High,4.07,Unsupported Software,Problem Created
INC-00000427,AST-0008868,2023-06-12,Security Alert,Medium,0.55,Capacity Issue,Problem Created
INC-00000428,AST-0000082,2025-11-09,Patch Failure,Medium,1.32,User Error,Resolved
INC-00000429,AST-0013404,2024-02-14,Storage Alert,Low,0.11,Unknown,Resolved
INC-00000430,AST-0013839,2025-03-17,Security Alert,Low,0.41,Unknown,Open
INC-00000431,AST-0000178,2023-08-07,Security Alert,Medium,2.28,Unsupported Software,Closed
INC-00000432,AST-0000557,2024-06-24,Performance Degradation,High,3.69,Vendor Bug,Closed
INC-00000433,AST-0021148,2025-09-26,Security Alert,Medium,1.07,Unknown,Closed
INC-00000434,AST-0020070,2025-08-08,Network Outage,Low,0,Capacity Issue,Resolved
INC-00000435,AST-0012306,2025-08-16,OS Issue,Medium,3.54,User Error,Open
INC-00000436,AST-0012304,2025-07-14,Storage Alert,Low,0,Unknown,Resolved
INC-00000437,AST-0012614,2026-05-03,Storage Alert,Critical,9.55,Unknown,Resolved
INC-00000438,AST-0006415,2025-03-26,OS Issue,Low,0,Configuration Drift,Resolved
INC-00000439,AST-0005037,2026-02-25,Hardware Failure,Critical,11.3,User Error,Resolved
INC-00000440,AST-0023741,2025-01-30,Application Error,Low,1.85,Vendor Bug,Resolved
INC-00000441,AST-0011514,2023-12-20,Network Outage,Medium,0.25,Capacity Issue,Open
INC-00000442,AST-0016768,2025-03-01,Performance Degradation,Critical,11.33,Unsupported Software,Problem Created
INC-00000443,AST-0022201,2025-10-05,Performance Degradation,Medium,3.04,Capacity Issue,Problem Created
INC-00000444,AST-0008339,2024-08-19,Hardware Failure,Medium,5.04,Capacity Issue,Problem Created
INC-00000445,AST-0005827,2026-05-30,Storage Alert,Low,0.11,Security Vulnerability,Open
INC-00000446,AST-0016727,2023-11-24,Storage Alert,Low,1.52,Capacity Issue,Problem Created
INC-00000447,AST-0001532,2025-12-22,Performance Degradation,Medium,0.25,Unknown,Resolved
INC-00000448,AST-0022277,2024-12-02,Application Error,High,4.09,Capacity Issue,Problem Created
INC-00000449,AST-0017306,2024-08-31,Network Outage,Medium,2.8,Security Vulnerability,Resolved
INC-00000450,AST-0008030,2026-01-19,Security Alert,Medium,1.46,Unknown,Problem Created
INC-00000451,AST-0003471,2023-08-25,Patch Failure,Medium,1.08,Unsupported Software,Open
INC-00000452,AST-0013398,2023-08-21,Storage Alert,Low,1.37,Vendor Bug,Resolved
INC-00000453,AST-0004662,2023-07-31,Application Error,High,2.34,Configuration Drift,Problem Created
INC-00000454,AST-0003525,2024-06-18,Storage Alert,Medium,0,Vendor Bug,Resolved
INC-00000455,AST-0002959,2024-05-02,Patch Failure,Medium,1.87,Hardware Aging,Problem Created
INC-00000456,AST-0002872,2023-08-13,Storage Alert,High,1.61,Unsupported Software,Closed
INC-00000457,AST-0016711,2023-09-16,Performance Degradation,Medium,1.82,Configuration Drift,Resolved
INC-00000458,AST-0007637,2024-12-03,Storage Alert,Low,0.89,Configuration Drift,Resolved
INC-00000459,AST-0005216,2024-01-11,Storage Alert,Medium,0.01,Security Vulnerability,Resolved
INC-00000460,AST-0000335,2024-05-07,Patch Failure,Medium,0.41,Hardware Aging,Resolved
INC-00000461,AST-0012056,2025-06-20,Application Error,High,3.64,Capacity Issue,Problem Created
INC-00000462,AST-0018116,2025-03-30,OS Issue,Medium,2.75,Unsupported Software,Resolved
INC-00000463,AST-0020206,2025-06-18,Performance Degradation,Low,0.56,User Error,Resolved
INC-00000464,AST-0021812,2023-09-14,Application Error,Low,0.29,Unknown,Resolved
INC-00000465,AST-0003405,2025-09-10,Hardware Failure,High,3.57,User Error,Resolved
INC-00000466,AST-0001081,2023-11-01,OS Issue,High,3.56,Configuration Drift,Resolved
INC-00000467,AST-0009610,2025-03-25,OS Issue,Critical,12.06,Hardware Aging,Resolved
INC-00000468,AST-0023577,2024-05-10,Performance Degradation,Medium,0,Hardware Aging,Resolved
INC-00000469,AST-0017960,2024-04-03,Application Error,Low,0,Vendor Bug,Problem Created
INC-00000470,AST-0010517,2025-01-04,Application Error,Medium,1.4,Vendor Bug,Resolved
INC-00000471,AST-0006354,2023-07-28,Performance Degradation,Medium,0.43,Hardware Aging,Resolved
INC-00000472,AST-0003986,2026-03-05,Storage Alert,High,0.03,Unsupported Software,Open
INC-00000473,AST-0020193,2024-09-08,Patch Failure,Low,2.07,Security Vulnerability,Closed
INC-00000474,AST-0002247,2023-06-05,Performance Degradation,Low,2.29,User Error,Resolved
INC-00000475,AST-0006811,2024-04-20,Application Error,High,4.52,User Error,Resolved
INC-00000476,AST-0023542,2025-02-03,Network Outage,Low,0,Vendor Bug,Problem Created
INC-00000477,AST-0002439,2023-06-03,Storage Alert,High,5.13,User Error,Closed
INC-00000478,AST-0007600,2024-01-21,Network Outage,Low,0,Capacity Issue,Problem Created
INC-00000479,AST-0011389,2025-06-22,Patch Failure,Medium,0.65,Capacity Issue,Resolved
INC-00000480,AST-0020173,2024-11-18,Hardware Failure,High,3.05,User Error,Resolved
INC-00000481,AST-0003674,2025-07-01,Patch Failure,Medium,0,User Error,Closed
INC-00000482,AST-0003247,2026-03-26,Storage Alert,Medium,0.18,User Error,Closed
INC-00000483,AST-0020019,2024-01-12,OS Issue,Medium,1.9,Unknown,Problem Created
INC-00000484,AST-0004908,2024-12-09,Network Outage,Low,0.85,User Error,Open
INC-00000485,AST-0019727,2025-12-29,Storage Alert,High,3.53,Unsupported Software,Problem Created
INC-00000486,AST-0014499,2023-11-21,OS Issue,Low,0,Vendor Bug,Problem Created
INC-00000487,AST-0006530,2025-06-05,OS Issue,High,6.14,Capacity Issue,Problem Created
INC-00000488,AST-0017041,2025-04-20,Hardware Failure,Medium,1.95,User Error,Resolved
INC-00000489,AST-0008663,2024-09-23,Security Alert,Critical,13.37,Capacity Issue,Closed
INC-00000490,AST-0023556,2023-11-27,Performance Degradation,Low,0,User Error,Resolved
INC-00000491,AST-0015714,2026-05-17,Hardware Failure,Medium,1.23,Unknown,Resolved
INC-00000492,AST-0009281,2023-07-31,Performance Degradation,Medium,1.24,Vendor Bug,Resolved
INC-00000493,AST-0011060,2023-10-23,Hardware Failure,Low,0.78,Capacity Issue,Closed
INC-00000494,AST-0012143,2024-08-29,Application Error,Medium,0,Capacity Issue,Open
INC-00000495,AST-0015201,2025-05-20,OS Issue,Medium,0.08,User Error,Open
INC-00000496,AST-0009219,2023-12-19,Hardware Failure,Low,0,Unknown,Resolved
INC-00000497,AST-0009367,2025-02-12,Patch Failure,Low,0,Configuration Drift,Resolved
INC-00000498,AST-0014874,2025-02-15,Security Alert,Low,0,Security Vulnerability,Problem Created
INC-00000499,AST-0004143,2024-07-06,Hardware Failure,Low,0.56,Vendor Bug,Open
INC-00000500,AST-0010732,2025-09-08,Application Error,Medium,0.31,Vendor Bug,Resolved
INC-00000501,AST-0004076,2024-12-11,Performance Degradation,Low,0,Vendor Bug,Problem Created
INC-00000502,AST-0011721,2024-07-31,OS Issue,Low,0,User Error,Resolved
INC-00000503,AST-0022707,2023-06-14,OS Issue,Low,3.55,Hardware Aging,Open
INC-00000504,AST-0023884,2026-05-08,OS Issue,Low,0.07,Unknown,Open
INC-00000505,AST-0007924,2026-02-26,Security Alert,Medium,2.63,Configuration Drift,Closed
INC-00000506,AST-0003140,2026-03-18,Storage Alert,Critical,10.11,Vendor Bug,Problem Created
INC-00000507,AST-0016009,2023-06-10,Application Error,Medium,1.86,Hardware Aging,Resolved
INC-00000508,AST-0023057,2024-11-25,Network Outage,Low,0,Unsupported Software,Resolved
INC-00000509,AST-0009219,2023-06-09,Network Outage,Medium,0.24,Unsupported Software,Resolved
INC-00000510,AST-0008147,2025-08-10,Network Outage,High,3.16,Hardware Aging,Resolved
INC-00000511,AST-0015645,2025-07-09,Hardware Failure,Medium,0.33,Capacity Issue,Open
INC-00000512,AST-0018896,2023-07-29,Hardware Failure,Critical,11.8,Unsupported Software,Open
INC-00000513,AST-0014145,2025-04-09,Patch Failure,Medium,2.42,Hardware Aging,Closed
INC-00000514,AST-0020703,2024-01-06,Storage Alert,Medium,1.36,Unsupported Software,Open
INC-00000515,AST-0009719,2024-09-08,Patch Failure,High,3.55,Hardware Aging,Resolved
INC-00000516,AST-0005512,2024-12-27,Application Error,Critical,12.27,Hardware Aging,Closed
INC-00000517,AST-0019122,2023-08-14,Performance Degradation,Low,0,User Error,Problem Created
INC-00000518,AST-0015036,2024-06-23,Network Outage,High,5.45,Security Vulnerability,Problem Created
INC-00000519,AST-0018938,2024-05-29,Performance Degradation,High,2.59,Vendor Bug,Closed
