Asset_ID,Hostname,Asset_Type,Manufacturer,Model,Serial_Number,Purchase_Date,Install_Date,Warranty_End_Date,Purchase_Cost,Location_ID,Business_Unit_ID,Environment,Assigned_Owner_ID,Asset_Operational_Status,Inventory_Source,Last_Discovered_Date,Model_Release_Date,Vendor_Support_End_Date,Standard_Refresh_Cycle_Years,Standard_Replacement_Cost,Asset_Age_Years,Warranty_Status,Months_To_EOL,Lifecycle_Status,Past_EOL_Flag,Expiring_12M_Flag,Expiring_24M_Flag,Expiring_36M_Flag,Replacement_Cost,Open_Vulnerability_Count,Critical_Vulnerability_Count,High_Vulnerability_Count,Incident_Count,Downtime_Hours,Lifecycle_Risk_Score,Refresh_Priority
A0000073,LTP-000073,Laptop,HP,EliteBook 850 G9,LTPCRRYL1905O,2019-06-21,2019-06-27,2022-06-20,1332.1,GTA058,BU004,Corporate,E006646,In Use,SCCM,2026-05-31,2022-05-01,2027-05-01,4,1500,6.93,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,1,0,0,7,49.1,34.46,Medium
A0000074,LTP-000074,Laptop,Lenovo,ThinkPad T14 Gen 3,LTP3W88Z7DET4,2020-05-08,2020-06-18,2024-05-07,1047.99,GTA001,BU009,Disaster Recovery,E021557,In Use,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,5.95,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,1,0,0,7,45.52,34.28,Medium
A0000075,LTP-000075,Laptop,Dell,Latitude 5420,LTP0WFFXPMGGZ,2021-08-19,2021-08-31,2026-08-18,1181.03,GTA072,BU001,Production,E012432,In Use,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,4.75,Under Warranty,12.0,Expiring in 12 Months,0,1,0,0,1250,0,0,0,9,58.35,38.92,Medium
A0000076,LTP-000076,Laptop,Dell,Latitude 5430,LTPBA8AJ3KRJE,2019-11-09,2019-12-11,2023-11-08,980.45,GTA001,BU001,Production,E008503,In Use,ServiceNow CMDB,2026-05-31,2022-03-01,2029-03-01,4,1350,6.48,Warranty Expired,33.0,Expiring in 36 Months,0,0,0,1,1350,2,0,1,4,22.03,18.1,Low
A0000077,LTP-000077,Laptop,Lenovo,ThinkPad T14 Gen 2,LTPH4BABXD78D,2019-10-13,2019-11-25,2022-10-12,969.96,QUE009,BU007,Branch,E017214,In Use,ServiceNow CMDB,2026-05-31,2021-02-01,2027-09-01,4,1300,6.52,Warranty Expired,15.0,Expiring in 24 Months,0,0,1,0,1300,0,0,0,3,16.28,16.81,Low
A0000078,LTP-000078,Laptop,Lenovo,ThinkPad T14 Gen 3,LTP1548RRGNN5,2021-04-28,2021-05-15,2024-04-27,1147.81,GTA028,BU001,Disaster Recovery,E007089,In Use,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,5.05,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,0,0,0,9,61.72,39.09,Medium
A0000079,LTP-000079,Laptop,HP,EliteBook 840 G8,LTP0YNK5I43KD,2023-01-27,2023-02-14,2028-01-26,886.7,GTA020,BU001,Production,E019043,In Use,ServiceNow CMDB,2026-05-31,2021-01-01,2026-01-01,4,1300,3.3,Under Warranty,-5.0,Past EOL,1,0,0,0,1300,2,0,0,6,35.07,48.75,Medium
A0000080,LTP-000080,Laptop,Lenovo,ThinkPad T14 Gen 2,LTP2XRTNPPPNJ,2020-09-10,2020-10-20,2025-09-09,851.01,ATL008,BU001,Disaster Recovery,E004697,In Use,ServiceNow CMDB,2026-05-31,2021-02-01,2027-09-01,4,1300,5.62,Warranty Expired,15.0,Expiring in 24 Months,0,0,1,0,1300,1,0,0,8,50.75,28.54,Low
A0000081,LTP-000081,Laptop,Lenovo,ThinkPad T14 Gen 2,LTP0OYLH01J8F,2021-01-16,2021-02-10,2024-01-16,967.96,WST006,BU002,Corporate,E020253,In Use,Intune,2026-05-31,2021-02-01,2027-09-01,4,1300,5.31,Warranty Expired,15.0,Expiring in 24 Months,0,0,1,0,1300,1,0,0,3,15.19,16.76,Low
A0000082,LTP-000082,Laptop,Dell,Latitude 5420,LTPELWH33B47K,2020-07-11,2020-07-16,2024-07-10,1006.23,ONR005,BU007,Production,E019760,In Use,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,5.88,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,0,0,0,4,38.59,27.93,Low
A0000083,LTP-000083,Laptop,HP,EliteBook 840 G8,LTPNYHTVOJEZ1,2023-01-14,2023-02-21,2026-01-13,881.24,QUE023,BU001,Production,E013958,In Use,Network Discovery,2026-05-31,2021-01-01,2026-01-01,4,1300,3.28,Warranty Expired,-5.0,Past EOL,1,0,0,0,1300,0,0,0,2,4.83,39.24,Medium
A0000084,LTP-000084,Laptop,Dell,Latitude 7440,LTPCCIJVAIQH6,2019-07-04,2019-08-08,2024-07-02,1196.71,GTA072,BU010,Production,E010889,In Use,ServiceNow CMDB,2026-05-31,2023-05-01,2029-05-01,4,1650,6.82,Warranty Expired,35.0,Expiring in 36 Months,0,0,0,1,1650,0,0,0,6,27.96,18.4,Low
A0000085,LTP-000085,Laptop,Apple,MacBook Pro M2,LTPMLCEMP26CY,2020-03-27,2020-04-25,2023-03-27,2136.19,ONR001,BU001,Production,E012529,In Use,SCCM,2026-05-31,2022-10-01,2028-10-01,4,2300,6.1,Warranty Expired,28.0,Expiring in 36 Months,0,0,0,1,2300,2,1,0,7,53.79,29.69,Low
A0000086,LTP-000086,Laptop,Dell,Latitude 5430,LTPFA13KGZYPY,2022-06-11,2022-07-05,2025-06-10,1211.38,TOR005,BU001,Corporate,E017617,In Use,SCCM,2026-05-31,2022-03-01,2029-03-01,4,1350,3.91,Warranty Expired,33.0,Expiring in 36 Months,0,0,0,1,1350,0,0,0,7,43.57,21.18,Low
A0000087,LTP-000087,Laptop,Dell,Latitude 7440,LTPFXQ8OM290J,2023-02-17,2023-03-25,2027-02-16,1238.51,GTA054,BU003,Corporate,E009782,In Stock,ServiceNow CMDB,2026-05-31,2023-05-01,2029-05-01,4,1650,3.19,Under Warranty,35.0,Expiring in 36 Months,0,0,0,1,1650,2,0,1,6,66.58,24.33,Low
A0000088,LTP-000088,Laptop,Dell,Latitude 7440,LTPH5HJ5FVAQX,2023-04-27,2023-06-04,2026-04-26,1242.4,ONR016,BU005,Branch,E010188,In Use,ServiceNow CMDB,2026-05-31,2023-05-01,2029-05-01,4,1650,3.0,Warranty Expired,35.0,Expiring in 36 Months,0,0,0,1,1650,2,0,1,3,22.71,16.14,Low
A0000089,LTP-000089,Laptop,Dell,Latitude 5420,LTP5RGAMVMCNL,2019-01-23,2019-01-30,2022-01-22,915.46,GTA008,BU002,Branch,E011749,In Use,Intune,2026-05-31,2021-03-01,2027-06-01,4,1250,7.34,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,1,0,0,6,54.76,32.74,Medium
A0000090,LTP-000090,Laptop,HP,EliteBook 850 G9,LTP1ZSNWPBDIT,2023-08-30,2023-10-12,2027-08-29,1271.63,TOR005,BU001,Production,E017582,In Use,ServiceNow CMDB,2026-05-31,2022-05-01,2027-05-01,4,1500,2.64,Under Warranty,10.9,Expiring in 12 Months,0,1,0,0,1500,1,0,0,2,16.07,22.8,Low
A0000091,LTP-000091,Laptop,Lenovo,ThinkPad T14 Gen 2,LTP0ZATL3Z521,2025-07-04,2025-08-11,2029-07-03,855.6,WST009,BU002,Production,E013718,In Use,ServiceNow CMDB,2026-05-31,2021-02-01,2027-09-01,4,1300,0.81,Under Warranty,15.0,Expiring in 24 Months,0,0,1,0,1300,0,0,0,5,34.13,21.71,Low
A0000092,LTP-000092,Laptop,Lenovo,ThinkPad T14 Gen 2,LTPJGMBVV03Z3,2024-01-01,2024-01-28,2028-12-30,943.82,WST027,BU007,Non-Production,E003067,In Use,ServiceNow CMDB,2026-05-31,2021-02-01,2027-09-01,4,1300,2.34,Under Warranty,15.0,Expiring in 24 Months,0,0,1,0,1300,1,0,0,2,14.44,14.72,Low
A0000093,LTP-000093,Laptop,Dell,Latitude 5430,LTPHYOO7AARG8,2020-01-26,2020-02-01,2025-01-24,1131.52,QUE004,BU001,Production,E011572,In Use,Network Discovery,2026-05-31,2022-03-01,2029-03-01,4,1350,6.33,Warranty Expired,33.0,Expiring in 36 Months,0,0,0,1,1350,1,0,1,6,32.54,22.63,Low
A0000094,LTP-000094,Laptop,Apple,MacBook Pro M2,LTPCC26TQFEZ0,2024-10-17,2024-11-20,2027-10-17,1667.06,GTA059,BU002,Production,E003410,In Use,ServiceNow CMDB,2026-05-31,2022-10-01,2028-10-01,4,2300,1.53,Under Warranty,28.0,Expiring in 36 Months,0,0,0,1,2300,1,0,0,1,5.43,7.27,Low
A0000095,LTP-000095,Laptop,Dell,Latitude 5420,LTPU81PX27CJT,2018-09-02,2018-10-02,2021-09-01,1077.61,GTA019,BU003,Branch,E013430,In Use,Network Discovery,2026-05-31,2021-03-01,2027-06-01,4,1250,7.67,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,1,1,0,4,25.01,35.25,Medium
A0000096,LTP-000096,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPN8PEGUNS2K,2024-10-29,2024-11-27,2029-10-28,1341.27,ONR001,BU010,Corporate,E014879,In Use,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,1.51,Under Warranty,10.0,Expiring in 12 Months,0,1,0,0,1450,1,0,0,3,20.74,25.04,Low
A0000097,LTP-000097,Laptop,Lenovo,ThinkPad T14 Gen 2,LTPY7CACEF51C,2022-10-31,2022-11-25,2025-10-30,1136.53,WST010,BU001,Corporate,E014772,In Use,Network Discovery,2026-05-31,2021-02-01,2027-09-01,4,1300,3.52,Warranty Expired,15.0,Expiring in 24 Months,0,0,1,0,1300,2,0,1,5,27.81,25.39,Low
A0000098,LTP-000098,Laptop,Dell,Latitude 5430,LTP2P3ST935PW,2020-04-20,2020-05-19,2023-04-20,1191.86,GTA023,BU009,Production,E003788,In Use,SCCM,2026-05-31,2022-03-01,2029-03-01,4,1350,6.04,Warranty Expired,33.0,Expiring in 36 Months,0,0,0,1,1350,0,0,0,1,11.69,7.58,Low
A0000099,LTP-000099,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPLPU9LJT2R6,2019-12-06,2019-12-21,2022-12-05,1204.18,GTA064,BU002,Production,E006394,In Use,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,6.45,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,0,0,0,3,15.63,24.78,Low
A0000100,LTP-000100,Laptop,HP,EliteBook 840 G8,LTPGJR9XH1TU6,2021-10-23,2021-11-26,2026-10-22,1050.32,QUE009,BU001,Corporate,E008237,In Use,ServiceNow CMDB,2026-05-31,2021-01-01,2026-01-01,4,1300,4.51,Under Warranty,-5.0,Past EOL,1,0,0,0,1300,2,0,1,3,27.23,46.36,Medium
A0000101,LTP-000101,Laptop,Apple,MacBook Pro M2,LTPT4CQ5X9OLI,2020-12-25,2021-01-21,2023-12-25,1753.3,GTA056,BU007,Non-Production,E002801,In Use,ServiceNow CMDB,2026-05-31,2022-10-01,2028-10-01,4,2300,5.36,Warranty Expired,28.0,Expiring in 36 Months,0,0,0,1,2300,1,0,0,5,25.05,16.25,Low
A0000102,LTP-000102,Laptop,Dell,Latitude 7440,LTP4CMU5TF422,2020-01-07,2020-01-29,2024-01-06,1567.23,ONR015,BU001,Production,E016406,In Use,ServiceNow CMDB,2026-05-31,2023-05-01,2029-05-01,4,1650,6.34,Warranty Expired,35.0,Expiring in 36 Months,0,0,0,1,1650,1,0,0,4,23.99,14.2,Low
A0000103,LTP-000103,Laptop,Dell,Latitude 5420,LTP4AETCGGXEI,2020-04-24,2020-04-26,2023-04-24,1049.79,GTA024,BU001,Non-Production,E006584,In Repair,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,6.1,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,0,0,0,7,43.27,34.16,Medium
A0000104,LTP-000104,Laptop,HP,EliteBook 850 G9,LTP5UO0V9T139,2019-01-05,2019-01-31,2022-01-04,1054.74,ATL013,BU001,Branch,E008152,In Use,Intune,2026-05-31,2022-05-01,2027-05-01,4,1500,7.33,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,1,0,0,3,23.2,25.16,Low
A0000105,LTP-000105,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPBNCLW2YE37,2020-10-13,2020-10-24,2025-10-12,1125.01,ATL006,BU002,Production,E007584,In Use,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,5.6,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,1,0,0,2,6.43,22.32,Low
A0000106,LTP-000106,Laptop,Lenovo,ThinkPad T14 Gen 2,LTPXR7QA1O2TN,2018-09-25,2018-11-02,2022-09-24,1046.51,ONR005,BU001,Production,E017858,In Use,SCCM,2026-05-31,2021-02-01,2027-09-01,4,1300,7.58,Warranty Expired,15.0,Expiring in 24 Months,0,0,1,0,1300,3,0,0,3,18.39,16.92,Low
A0000107,LTP-000107,Laptop,HP,EliteBook 840 G8,LTP5I9BYN7DZY,2024-06-17,2024-06-20,2028-06-16,1205.8,GTA037,BU001,Corporate,E019792,In Use,SCCM,2026-05-31,2021-01-01,2026-01-01,4,1300,1.95,Under Warranty,-5.0,Past EOL,1,0,0,0,1300,0,0,0,2,17.74,39.89,Medium
A0000108,LTP-000108,Laptop,Dell,Latitude 5430,LTPEVTHGG112X,2020-10-10,2020-11-11,2023-10-10,1053.81,WST011,BU007,Non-Production,E017827,In Use,ServiceNow CMDB,2026-05-31,2022-03-01,2029-03-01,4,1350,5.56,Warranty Expired,33.0,Expiring in 36 Months,0,0,0,1,1350,2,0,1,3,24.34,16.22,Low
A0000109,LTP-000109,Laptop,Dell,Latitude 5430,LTPGRNY8KC8YD,2023-07-01,2023-08-13,2027-06-30,1042.16,GTA018,BU002,Branch,E018742,In Use,Intune,2026-05-31,2022-03-01,2029-03-01,4,1350,2.8,Under Warranty,33.0,Expiring in 36 Months,0,0,0,1,1350,1,0,1,4,48.19,19.41,Low
A0000110,LTP-000110,Laptop,Apple,MacBook Pro M2,LTPAL2E6RIN0R,2020-08-31,2020-09-20,2024-08-30,2068.75,QUE016,BU002,Branch,E003207,In Use,ServiceNow CMDB,2026-05-31,2022-10-01,2028-10-01,4,2300,5.7,Warranty Expired,28.0,Expiring in 36 Months,0,0,0,1,2300,1,0,0,3,16.78,11.84,Low
A0000111,LTP-000111,Laptop,HP,EliteBook 840 G8,LTPWXWY4EV9KG,2021-11-14,2021-12-26,2026-11-13,1064.58,DC2001,BU005,Branch,E000143,In Use,Intune,2026-05-31,2021-01-01,2026-01-01,4,1300,4.43,Under Warranty,-5.0,Past EOL,1,0,0,0,1300,0,0,0,3,13.69,41.68,Medium
A0000112,LTP-000112,Laptop,Dell,Latitude 5420,LTPQBTFW4SJCM,2018-01-03,2018-02-11,2021-01-02,1133.38,ONR020,BU002,Production,E016742,In Use,SCCM,2026-05-31,2021-03-01,2027-06-01,4,1250,8.3,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,2,1,1,7,60.1,47.0,Medium
A0000113,LTP-000113,Laptop,Dell,Latitude 7440,LTPEBTP9KB0V6,2020-03-29,2020-04-18,2023-03-29,1099.37,GTA073,BU001,Production,E004211,In Use,Network Discovery,2026-05-31,2023-05-01,2029-05-01,4,1650,6.12,Warranty Expired,35.0,Expiring in 36 Months,0,0,0,1,1650,0,0,0,3,15.88,11.79,Low
A0000114,LTP-000114,Laptop,Lenovo,ThinkPad T14 Gen 2,LTPAWZT8PTNHG,2022-03-11,2022-03-19,2026-03-10,867.72,GTA040,BU001,Corporate,E006010,In Use,Intune,2026-05-31,2021-02-01,2027-09-01,4,1300,4.21,Warranty Expired,15.0,Expiring in 24 Months,0,0,1,0,1300,0,0,0,4,15.56,18.78,Low
A0000115,LTP-000115,Laptop,Dell,Latitude 7440,LTPMFQTO4CZ88,2021-02-18,2021-03-13,2025-02-17,1387.22,GTA005,BU001,Corporate,E010492,In Use,ServiceNow CMDB,2026-05-31,2023-05-01,2029-05-01,4,1650,5.22,Warranty Expired,35.0,Expiring in 36 Months,0,0,0,1,1650,0,0,0,1,10.69,7.53,Low
A0000116,LTP-000116,Laptop,Dell,Latitude 5420,LTPTT0X08U7U6,2019-03-31,2019-04-22,2023-03-30,1127.09,QUE021,BU004,Production,E017765,In Use,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,7.11,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,2,1,0,2,8.92,30.45,Medium
A0000117,LTP-000117,Laptop,Dell,Latitude 5420,LTPA7HQ7I5MAL,2020-07-31,2020-08-30,2023-07-31,1167.81,GTA080,BU003,Non-Production,E009677,In Use,SCCM,2026-05-31,2021-03-01,2027-06-01,4,1250,5.75,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,1,1,0,2,10.66,30.53,Medium
A0000118,LTP-000118,Laptop,Dell,Latitude 7440,LTPI5TE4D2JIZ,2021-07-04,2021-07-29,2024-07-03,1348.64,ONR014,BU007,Branch,E012237,In Use,ServiceNow CMDB,2026-05-31,2023-05-01,2029-05-01,4,1650,4.84,Warranty Expired,35.0,Expiring in 36 Months,0,0,0,1,1650,1,0,0,6,48.16,19.41,Low
A0000119,LTP-000119,Laptop,HP,EliteBook 850 G9,LTPBCCU5IJVYC,2018-05-29,2018-06-19,2021-05-28,995.11,GTA069,BU001,Production,E005991,Retired Pending Disposal,Intune,2026-05-31,2022-05-01,2027-05-01,4,1500,7.95,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,1,1,0,2,10.79,30.54,Medium
A0000120,LTP-000120,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPYW2R3ZG3J8,2020-06-16,2020-07-23,2023-06-16,1032.21,WST004,BU002,Corporate,E009136,In Use,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,5.86,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,1,0,0,3,27.99,25.4,Low
A0000121,LTP-000121,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPCDUK98SCST,2019-01-27,2019-01-30,2024-01-26,1321.22,QUE023,BU006,Production,E014146,In Use,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,7.34,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,1,1,0,6,38.2,39.91,Medium
A0000122,LTP-000122,Laptop,Dell,Latitude 5420,LTPLUDNFCFS24,2019-04-26,2019-05-20,2022-04-25,1137.98,GTA004,BU004,Production,E014908,In Use,Intune,2026-05-31,2021-03-01,2027-06-01,4,1250,7.04,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,0,0,0,2,11.64,22.58,Low
A0000123,LTP-000123,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPCNAHVB37QD,2022-12-14,2023-01-05,2027-12-13,1070.73,GTA037,BU001,Production,E012571,In Use,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,3.41,Under Warranty,10.0,Expiring in 12 Months,0,1,0,0,1450,0,0,0,2,8.89,22.44,Low
A0000124,LTP-000124,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPHQ0ZPZ7XXM,2022-07-02,2022-08-13,2025-07-01,1108.09,GTA015,BU001,Branch,E002423,Retired Pending Disposal,Intune,2026-05-31,2022-04-01,2027-04-01,4,1450,3.8,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,0,0,0,3,21.31,25.07,Low
A0000125,LTP-000125,Laptop,HP,EliteBook 850 G9,LTP2KDTLSBNE7,2023-04-03,2023-04-23,2027-04-02,1143.03,WST016,BU002,Production,E017854,In Use,ServiceNow CMDB,2026-05-31,2022-05-01,2027-05-01,4,1500,3.11,Under Warranty,10.9,Expiring in 12 Months,0,1,0,0,1500,0,0,0,3,22.28,25.11,Low
A0000126,LTP-000126,Laptop,HP,EliteBook 850 G9,LTPND43QJEE11,2019-10-29,2019-10-31,2022-10-28,1189.51,WST019,BU001,Non-Production,E005283,In Use,Intune,2026-05-31,2022-05-01,2027-05-01,4,1500,6.59,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,0,0,0,6,50.48,32.52,Medium
A0000127,LTP-000127,Laptop,Apple,MacBook Pro M2,LTPJMAGHFUKF3,2021-09-27,2021-10-01,2025-09-26,2057.27,QUE022,BU001,Corporate,E019934,In Use,SCCM,2026-05-31,2022-10-01,2028-10-01,4,2300,4.67,Warranty Expired,28.0,Expiring in 36 Months,0,0,0,1,2300,1,0,0,2,9.84,9.49,Low
A0000128,LTP-000128,Laptop,HP,EliteBook 840 G8,LTPCQNJIAWMXR,2022-12-26,2023-01-12,2027-12-25,952.18,GTA075,BU001,Production,E017367,In Use,ServiceNow CMDB,2026-05-31,2021-01-01,2026-01-01,4,1300,3.39,Under Warranty,-5.0,Past EOL,1,0,0,0,1300,0,0,0,2,16.36,39.82,Medium
A0000129,LTP-000129,Laptop,Dell,Latitude 5430,LTPUO9SL5EFH5,2020-09-18,2020-10-16,2023-09-18,1081.99,GTA021,BU004,Disaster Recovery,E019598,In Use,ServiceNow CMDB,2026-05-31,2022-03-01,2029-03-01,4,1350,5.63,Warranty Expired,33.0,Expiring in 36 Months,0,0,0,1,1350,0,0,0,4,37.87,14.89,Low
A0000130,LTP-000130,Laptop,Dell,Latitude 7440,LTPB8TE9GZURL,2018-03-04,2018-04-13,2021-03-03,1404.98,GTA036,BU003,Production,E008877,In Use,ServiceNow CMDB,2026-05-31,2023-05-01,2029-05-01,4,1650,8.14,Warranty Expired,35.0,Expiring in 36 Months,0,0,0,1,1650,1,0,0,5,28.16,16.41,Low
A0000131,LTP-000131,Laptop,HP,EliteBook 850 G9,LTPSUY2E833QV,2022-01-07,2022-01-27,2025-01-06,1036.06,GTA076,BU010,Corporate,E001543,In Use,ServiceNow CMDB,2026-05-31,2022-05-01,2027-05-01,4,1500,4.34,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,2,0,1,4,23.96,31.2,Medium
A0000132,LTP-000132,Laptop,Dell,Latitude 5430,LTP9GIANG0VKQ,2022-06-06,2022-06-12,2025-06-05,1011.79,WST012,BU001,Branch,E001264,In Use,ServiceNow CMDB,2026-05-31,2022-03-01,2029-03-01,4,1350,3.97,Warranty Expired,33.0,Expiring in 36 Months,0,0,0,1,1350,2,2,0,4,15.19,29.76,Low
A0000133,LTP-000133,Laptop,Dell,Latitude 5430,LTPC128XOFF5K,2021-10-01,2021-10-27,2024-09-30,1103.53,TOR004,BU007,Disaster Recovery,E020586,In Use,Intune,2026-05-31,2022-03-01,2029-03-01,4,1350,4.6,Warranty Expired,33.0,Expiring in 36 Months,0,0,0,1,1350,0,0,0,4,14.12,13.71,Low
A0000134,LTP-000134,Laptop,HP,EliteBook 840 G8,LTPSY2TY9RJET,2020-12-05,2020-12-14,2025-12-04,988.67,GTA068,BU001,Branch,E005613,In Use,Intune,2026-05-31,2021-01-01,2026-01-01,4,1300,5.46,Warranty Expired,-5.0,Past EOL,1,0,0,0,1300,0,0,0,4,32.29,44.61,Medium
A0000135,LTP-000135,Laptop,Apple,MacBook Pro M2,LTP7P283PO445,2020-12-14,2021-01-14,2023-12-14,1933.73,GTA075,BU001,Production,E009294,In Use,Network Discovery,2026-05-31,2022-10-01,2028-10-01,4,2300,5.38,Warranty Expired,28.0,Expiring in 36 Months,0,0,0,1,2300,0,0,0,2,14.96,9.75,Low
A0000136,LTP-000136,Laptop,Dell,Latitude 5420,LTP57K9Z3XTB4,2019-08-24,2019-09-24,2022-08-23,1161.29,QUE024,BU002,Branch,E008090,In Use,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,6.69,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,0,0,0,3,31.19,25.56,Low
A0000137,LTP-000137,Laptop,HP,EliteBook 840 G8,LTP853IWE9ZO8,2023-10-28,2023-11-01,2026-10-27,925.61,WST012,BU002,Branch,E013394,In Use,Intune,2026-05-31,2021-01-01,2026-01-01,4,1300,2.58,Under Warranty,-5.0,Past EOL,1,0,0,0,1300,0,0,0,6,46.44,49.32,Medium
A0000138,LTP-000138,Laptop,Dell,Latitude 5420,LTP7OG9TTCKK5,2018-06-23,2018-07-21,2021-06-22,1063.64,ATL010,BU001,Production,E009111,In Use,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,7.87,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,1,1,0,7,37.6,41.88,Medium
A0000139,LTP-000139,Laptop,Apple,MacBook Pro M2,LTP2YE8ZUAQC0,2022-11-24,2022-12-17,2027-11-23,2016.4,ONR015,BU007,Production,E004831,In Use,Intune,2026-05-31,2022-10-01,2028-10-01,4,2300,3.46,Under Warranty,28.0,Expiring in 36 Months,0,0,0,1,2300,2,0,0,1,4.93,7.25,Low
A0000140,LTP-000140,Laptop,Dell,Latitude 5420,LTPZP2UDU28OD,2020-03-23,2020-03-26,2024-03-22,870.19,QUE025,BU009,Branch,E005911,In Use,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,6.18,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,1,0,0,3,34.95,25.75,Low
A0000141,LTP-000141,Laptop,Dell,Latitude 5430,LTPYTOXMJK1OT,2025-07-07,2025-08-03,2028-07-06,934.51,WST007,BU002,Production,E017020,In Use,ServiceNow CMDB,2026-05-31,2022-03-01,2029-03-01,4,1350,0.83,Under Warranty,33.0,Expiring in 36 Months,0,0,0,1,1350,0,0,0,5,28.12,16.41,Low
A0000142,LTP-000142,Laptop,HP,EliteBook 850 G9,LTP7MNALVN450,2021-03-20,2021-04-27,2024-03-19,1175.25,WST020,BU003,Disaster Recovery,E019683,In Use,ServiceNow CMDB,2026-05-31,2022-05-01,2027-05-01,4,1500,5.1,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,1,0,1,6,70.45,37.52,Medium
A0000143,LTP-000143,Laptop,Lenovo,ThinkPad T14 Gen 2,LTPDIGTMQ0VPL,2020-04-07,2020-05-19,2024-04-06,1072.67,GTA068,BU004,Production,E019046,In Use,ServiceNow CMDB,2026-05-31,2021-02-01,2027-09-01,4,1300,6.04,Warranty Expired,15.0,Expiring in 24 Months,0,0,1,0,1300,0,0,0,8,73.13,29.66,Low
A0000144,LTP-000144,Laptop,Dell,Latitude 5430,LTPO8DSHI3ZUD,2020-09-18,2020-09-22,2025-09-17,1073.21,GTA074,BU001,Branch,E009681,In Use,SCCM,2026-05-31,2022-03-01,2029-03-01,4,1350,5.69,Warranty Expired,33.0,Expiring in 36 Months,0,0,0,1,1350,0,0,0,4,28.73,14.44,Low
A0000145,LTP-000145,Laptop,HP,EliteBook 840 G8,LTPW8FPMTFJ8Q,2024-01-07,2024-02-17,2027-01-06,863.4,WST009,BU003,Branch,E017035,In Use,Intune,2026-05-31,2021-01-01,2026-01-01,4,1300,2.29,Under Warranty,-5.0,Past EOL,1,0,0,0,1300,0,0,0,2,10.51,39.53,Medium
A0000146,LTP-000146,Laptop,Dell,Latitude 5430,LTPDB3PKP881C,2023-04-04,2023-05-16,2026-04-03,1091.82,GTA053,BU002,Production,E012526,In Use,SCCM,2026-05-31,2022-03-01,2029-03-01,4,1350,3.05,Warranty Expired,33.0,Expiring in 36 Months,0,0,0,1,1350,0,0,0,3,20.96,12.05,Low
