Resource_ID,Cloud_Platform,Service_Name,Subscription_ID,Resource_Group,Creation_Date,Business_Unit_ID,Environment,Resource_Type
CLOUD001141,AWS,Azure SQL Database,SUB-021,rg-090,2022-07-12,BU002,Non-Production,Database
CLOUD001142,Azure,Azure SQL Database,SUB-022,rg-091,2019-08-07,BU001,Production,Database
CLOUD001143,Azure,Azure Data Factory,SUB-023,rg-092,2024-11-22,BU002,Non-Production,Database
CLOUD001144,Azure,Virtual Machines,SUB-024,rg-093,2025-02-15,BU010,Non-Production,Container
CLOUD001145,Azure,EKS,SUB-025,rg-094,2022-06-25,BU002,Production,Container
CLOUD001146,Azure,EKS,SUB-026,rg-095,2022-07-08,BU005,Production,VM
CLOUD001147,Azure,S3,SUB-027,rg-096,2023-04-20,BU002,Production,Database
CLOUD001148,AWS,S3,SUB-028,rg-097,2019-04-30,BU010,DR,Database
CLOUD001149,AWS,EC2,SUB-029,rg-098,2023-08-07,BU002,Production,Database
CLOUD001150,AWS,EC2,SUB-030,rg-099,2020-03-27,BU001,DR,VM
CLOUD001151,Azure,Virtual Machines,SUB-031,rg-100,2023-01-13,BU002,Production,Database
CLOUD001152,Azure,Azure SQL Database,SUB-032,rg-101,2018-09-09,BU002,Non-Production,Storage
CLOUD001153,AWS,Azure Data Factory,SUB-033,rg-102,2019-11-08,BU007,Production,Container
CLOUD001154,AWS,S3,SUB-034,rg-103,2024-04-29,BU001,Production,VM
CLOUD001155,Azure,EC2,SUB-035,rg-104,2022-09-29,BU001,Production,Database
CLOUD001156,Azure,Azure SQL Database,SUB-036,rg-105,2023-02-03,BU001,Non-Production,Container
CLOUD001157,Azure,S3,SUB-037,rg-106,2019-04-25,BU002,Production,Database
CLOUD001158,Azure,Azure Kubernetes Service,SUB-038,rg-107,2019-03-13,BU001,Production,Container
CLOUD001159,Azure,S3,SUB-039,rg-108,2018-11-29,BU003,Production,VM
CLOUD001160,AWS,Virtual Machines,SUB-040,rg-109,2018-07-02,BU002,Production,Storage
CLOUD001161,Azure,EC2,SUB-001,rg-110,2020-10-06,BU002,Production,Database
CLOUD001162,Azure,Azure Kubernetes Service,SUB-002,rg-111,2019-01-22,BU002,Production,Database
CLOUD001163,Azure,EKS,SUB-003,rg-112,2019-11-03,BU002,Production,Data Pipeline
CLOUD001164,Azure,S3,SUB-004,rg-113,2019-02-04,BU003,Production,Database
CLOUD001165,Azure,Azure Kubernetes Service,SUB-005,rg-114,2025-09-22,BU006,Non-Production,Container
CLOUD001166,AWS,S3,SUB-006,rg-115,2018-07-30,BU004,Production,Storage
CLOUD001167,Azure,EC2,SUB-007,rg-116,2024-02-15,BU002,Production,Data Pipeline
CLOUD001168,AWS,Azure SQL Database,SUB-008,rg-117,2025-10-10,BU002,Production,Container
CLOUD001169,Azure,Azure Data Factory,SUB-009,rg-118,2025-07-07,BU002,Non-Production,Storage
CLOUD001170,Azure,Azure Data Factory,SUB-010,rg-119,2022-09-03,BU002,Production,Container
CLOUD001171,Azure,Azure Kubernetes Service,SUB-011,rg-120,2021-11-25,BU002,Production,Database
CLOUD001172,Azure,S3,SUB-012,rg-121,2024-03-12,BU007,Production,Data Pipeline
CLOUD001173,Azure,S3,SUB-013,rg-122,2021-10-02,BU002,DR,Container
CLOUD001174,Azure,S3,SUB-014,rg-123,2018-05-26,BU003,Production,Database
CLOUD001175,Azure,EKS,SUB-015,rg-124,2019-08-20,BU010,Production,VM
CLOUD001176,AWS,Azure SQL Database,SUB-016,rg-125,2024-03-13,BU001,Production,VM
CLOUD001177,AWS,Azure Data Factory,SUB-017,rg-126,2023-02-12,BU008,Production,Data Pipeline
CLOUD001178,AWS,Azure Data Factory,SUB-018,rg-127,2025-11-01,BU002,Production,Storage
CLOUD001179,AWS,Azure SQL Database,SUB-019,rg-128,2018-04-25,BU009,Non-Production,Container
CLOUD001180,AWS,Virtual Machines,SUB-020,rg-129,2023-01-12,BU002,Production,Storage
CLOUD001181,Azure,Azure Kubernetes Service,SUB-021,rg-130,2019-02-23,BU001,Non-Production,VM
CLOUD001182,Azure,Azure Data Factory,SUB-022,rg-131,2019-11-19,BU002,Production,VM
CLOUD001183,AWS,Azure Kubernetes Service,SUB-023,rg-132,2020-11-18,BU002,Production,VM
CLOUD001184,Azure,EKS,SUB-024,rg-133,2022-07-03,BU005,Non-Production,Container
CLOUD001185,Azure,S3,SUB-025,rg-134,2025-01-10,BU004,Non-Production,VM
CLOUD001186,Azure,EKS,SUB-026,rg-135,2023-12-02,BU002,Non-Production,Container
CLOUD001187,Azure,RDS,SUB-027,rg-136,2024-01-20,BU002,Non-Production,Database
CLOUD001188,AWS,EC2,SUB-028,rg-137,2020-08-15,BU002,Production,VM
CLOUD001189,AWS,Azure Kubernetes Service,SUB-029,rg-138,2022-12-24,BU001,Non-Production,Database
CLOUD001190,Azure,Virtual Machines,SUB-030,rg-139,2022-03-02,BU006,Non-Production,Container
CLOUD001191,Azure,RDS,SUB-031,rg-140,2019-10-09,BU005,Production,Container
CLOUD001192,Azure,EC2,SUB-032,rg-141,2024-03-15,BU010,Production,Container
CLOUD001193,Azure,S3,SUB-033,rg-142,2024-04-03,BU001,Production,Container
CLOUD001194,Azure,EKS,SUB-034,rg-143,2023-10-25,BU007,Non-Production,Data Pipeline
CLOUD001195,AWS,RDS,SUB-035,rg-144,2024-11-22,BU002,Production,Container
CLOUD001196,Azure,Azure SQL Database,SUB-036,rg-145,2021-03-31,BU009,Production,VM
CLOUD001197,Azure,Azure Data Factory,SUB-037,rg-146,2023-03-23,BU002,Non-Production,Database
CLOUD001198,Azure,EC2,SUB-038,rg-147,2023-03-28,BU002,Production,Storage
CLOUD001199,Azure,S3,SUB-039,rg-148,2020-12-26,BU001,Production,Storage
CLOUD001200,Azure,RDS,SUB-040,rg-149,2021-03-15,BU005,Production,Data Pipeline
